Entry_Name	Entry	Protein names	Gene Names	Organism	Gene Ontology IDs	Orthogroup	sampleA	sampleB	baseMeanA	baseMeanB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Transcript	Scaffold	Start	Stop	Direction
NA	NA	NA	NA	NA	NA	OG0006182	NEOSPISA	SPISA	413.2556058	236.586511	330.8100282	0.804535714	0.183091069	4.394183287	1.11E-05	6.83E-05	TRINITY_GG_20776_c0_g1_i1.p1	Lko057C125396	1900	2563	-
NA	NA	NA	NA	NA	NA	OG0011917	NEOSPISA	SPISA	1021.142788	747.53329	893.4583558	0.448790531	0.102212339	4.390766653	1.13E-05	6.93E-05	TRINITY_GG_6305_c0_g1_i24.p1	Lko057S005608	238413	244701	+
NA	NA	NA	NA	NA	NA	OG0005624	NEOSPISA	SPISA	197.0150664	329.6253894	258.8998838	-0.7416865	0.168913416	-4.390927114	1.13E-05	6.93E-05	TRINITY_GG_19147_c0_g1_i4.p1	Lko057S001780	895703	896815	+
NA	NA	NA	NA	NA	NA	OG0011046	NEOSPISA	SPISA	293.9245619	214.9309165	257.0608607	0.452529173	0.103130531	4.387926342	1.14E-05	7.02E-05	TRINITY_GG_3697_c3_g1_i9.p1	Lko057S002068	357449	376881	+
LIMS1_HUMAN	P48059	"LIM and senescent cell antigen-like-containing domain protein 1 (Particularly interesting new Cys-His protein 1, PINCH-1) (Renal carcinoma antigen NY-REN-48)"	LIMS1 PINCH PINCH1	Homo sapiens (Human)	GO:0005737; GO:0005829; GO:0005886; GO:0005911; GO:0005925; GO:0008270; GO:0010628; GO:0010811; GO:0019901; GO:0033209; GO:0043547; GO:0045184; GO:0045216; GO:0045892; GO:0048471; GO:0051894; GO:0071560; GO:0098609; GO:1900026; GO:1901224; GO:2001046	OG0005890	NEOSPISA	SPISA	145.3550783	233.0554997	186.2819417	-0.67872032	0.154767598	-4.385416124	1.16E-05	7.10E-05	TRINITY_GG_19841_c7_g1_i4.p1	Lko057S000841	1149675	1154753	-
NA	NA	NA	NA	NA	NA	OG0003530	NEOSPISA	SPISA	5.314671335	19.1312908	11.76242709	-1.846828342	0.421232748	-4.3843418	1.16E-05	7.13E-05	TRINITY_GG_12218_c2_g1_i1.p1	Lko057S000182	1135223	1135615	-
NA	NA	NA	NA	NA	NA	OG0006243	NEOSPISA	SPISA	14.05342331	37.40771095	24.95209087	-1.41350978	0.322461701	-4.383496633	1.17E-05	7.15E-05	TRINITY_GG_20905_c1_g1_i2.p1	Lko057S009438	105438	108524	+
NA	NA	NA	NA	NA	NA	OG0009201	NEOSPISA	SPISA	128.1612955	405.3193192	257.5017065	-1.661588351	0.379164784	-4.382232798	1.17E-05	7.19E-05	TRINITY_GG_30598_c4_g1_i1.p1	Lko057S000384	315887	325918	-
NCLN_HUMAN	Q969V3	Nicalin (Nicastrin-like protein)	NCLN	Homo sapiens (Human)	GO:0005789; GO:0009966; GO:0016020; GO:0016021; GO:0032991; GO:0043022; GO:0043254; GO:0050821; GO:0061635	OG0003858	NEOSPISA	SPISA	163.9163461	258.698748	208.1481336	-0.659027257	0.150429311	-4.380976367	1.18E-05	7.23E-05	TRINITY_GG_13064_c0_g1_i2.p1	Lko057S006185	129659	142893	+
NA	NA	NA	NA	NA	NA	OG0004071	NEOSPISA	SPISA	2277.576902	1574.829935	1949.628318	0.532301363	0.12164525	4.37584996	1.21E-05	7.39E-05	TRINITY_GG_13809_c0_g1_i10.p1	Lko057S002428	549125	550208	-
DDB2_MOUSE	Q99J79	DNA damage-binding protein 2 (Damage-specific DNA-binding protein 2)	Ddb2	Mus musculus (Mouse)	GO:0000209; GO:0003684; GO:0004842; GO:0005634; GO:0005654; GO:0006281; GO:0006289; GO:0006290; GO:0006974; GO:0009411; GO:0030054; GO:0031464; GO:0031465; GO:0032991; GO:0034644; GO:0035518; GO:0044877; GO:0051865; GO:0070914; GO:0080008; GO:0090734	OG0005208	NEOSPISA	SPISA	142.1512494	233.9280656	184.9804303	-0.721813962	0.16496452	-4.375570947	1.21E-05	7.40E-05	TRINITY_GG_1759_c0_g1_i5.p1	Lko057S001449	226876	260445	+
DMDA_DROME	Q9VDW6	"Dystrophin, isoforms A/C/F/G/H, DmDYS (Protein detached)"	Dys det CG34157	Drosophila melanogaster (Fruit fly)	GO:0005737; GO:0005856; GO:0005886; GO:0005938; GO:0007274; GO:0007474; GO:0008270; GO:0008307; GO:0008586; GO:0016010; GO:0030010; GO:0030018; GO:0030036; GO:0030054; GO:0030864; GO:0031594; GO:0042383; GO:0042995; GO:0045202; GO:0046716; GO:0046928; GO:0048172; GO:0048790; GO:0050699; GO:0051015; GO:0055001	OG0003117	NEOSPISA	SPISA	117.938469	175.5023711	144.8016233	-0.581260105	0.13286814	-4.374713952	1.22E-05	7.42E-05	TRINITY_GG_10948_c0_g1_i28.p1	Lko057S003202	53284	290907	-
NA	NA	NA	NA	NA	NA	OG0004427	NEOSPISA	SPISA	40.23872798	15.36112372	28.62917932	1.403229556	0.320881244	4.373049481	1.23E-05	7.47E-05	TRINITY_GG_15070_c0_g1_i1.p1	Lko057S000801	816031	817298	-
YMY9_YEAST	Q03161	"Glucose-6-phosphate 1-epimerase, EC 5.1.3.15 (D-hexose-6-phosphate mutarotase)"	YMR099C YM6543.06C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	GO:0005634; GO:0005737; GO:0030246; GO:0044262; GO:0047938	OG0012180	NEOSPISA	SPISA	28.80294376	10.52857224	20.27490372	1.44322757	0.330089858	4.37222634	1.23E-05	7.50E-05	TRINITY_GG_725_c11_g1_i2.p1	Lko057S004840	32496	58306	-
NA	NA	NA	NA	NA	NA	OG0008421	NEOSPISA	SPISA	302.9398692	421.2264372	358.1402676	-0.477100102	0.109251062	-4.367006532	1.26E-05	7.67E-05	TRINITY_GG_28072_c5_g1_i14.p1	Lko057S002463	352282	368675	+
PSA3_MOUSE	O70435	Proteasome subunit alpha type-3 (Macropain subunit C8) (Multicatalytic endopeptidase complex subunit C8) (Proteasome component C8) (Proteasome subunit K)	Psma3	Mus musculus (Mouse)	GO:0000502; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005839; GO:0006511; GO:0010498; GO:0019773; GO:0031625; GO:0045202; GO:0052548	OG0005531	NEOSPISA	SPISA	753.1887094	562.8152919	664.3477812	0.420021869	0.096227305	4.364892771	1.27E-05	7.74E-05	TRINITY_GG_18721_c0_g1_i13.p1	Lko057S013774	24246	26871	-
STK10_CHICK	F1NBT0	"Serine/threonine-protein kinase 10, EC 2.7.11.1"	STK10	Gallus gallus (Chicken)	GO:0004674; GO:0005524; GO:0005737; GO:0005886; GO:0006468; GO:0007049; GO:0016020; GO:0042803; GO:0046777; GO:0106310; GO:2000401	OG0004535	NEOSPISA	SPISA	155.2277194	279.414774	213.1816782	-0.847316822	0.194200321	-4.363107209	1.28E-05	7.80E-05	TRINITY_GG_15492_c1_g1_i16.p1	Lko057S000133	302964	339841	+
ACH1_CAEEL	P48180	Acetylcholine receptor subunit alpha-type acr-16	acr-16 Ce21 F25G6.3	Caenorhabditis elegans	GO:0004888; GO:0005231; GO:0005887; GO:0007165; GO:0007268; GO:0022848; GO:0030594; GO:0034220; GO:0042391; GO:0042995; GO:0043005; GO:0045202; GO:0045211; GO:0050877; GO:0070161; GO:1904315	OG0011626	NEOSPISA	SPISA	15.76030121	4.562525695	10.53467264	1.798908075	0.412390836	4.362143669	1.29E-05	7.83E-05	TRINITY_GG_5326_c1_g1_i3.p1	Lko057S001865	575012	604596	+
NA	NA	NA	NA	NA	NA	OG0003143	NEOSPISA	SPISA	48.85909866	14.42754007	32.79103798	1.752750363	0.402218739	4.357704391	1.31E-05	7.98E-05	TRINITY_GG_11070_c0_g1_i2.p1	Lko057S001959	40625	47595	-
NA	NA	NA	NA	NA	NA	OG0006673	NEOSPISA	SPISA	1199.893788	1883.337328	1518.834107	-0.649806149	0.149117143	-4.35768911	1.31E-05	7.98E-05	TRINITY_GG_22401_c0_g1_i21.p2	Lko057S005994	69950	87641	-
NA	NA	NA	NA	NA	NA	OG0011921	NEOSPISA	SPISA	368.0490393	707.2184516	526.3280983	-0.941814825	0.216193643	-4.356348364	1.32E-05	8.03E-05	TRINITY_GG_6313_c2_g1_i2.p1	Lko057S005608	109893	137698	+
NA	NA	NA	NA	NA	NA	OG0011280	NEOSPISA	SPISA	1268.118185	1857.269075	1543.055267	-0.550774572	0.126704668	-4.346916184	1.38E-05	8.37E-05	TRINITY_GG_433_c1_g1_i35.p1	Lko057S003100	71865	95895	+
NA	NA	NA	NA	NA	NA	OG0003508	NEOSPISA	SPISA	186.0106491	121.7438804	156.0194904	0.613618092	0.141329157	4.341765738	1.41E-05	8.57E-05	TRINITY_GG_12132_c3_g1_i39.p2	Lko057S003568	465668	472082	-
NA	NA	NA	NA	NA	NA	OG0011242	NEOSPISA	SPISA	10.12318706	2.368568981	6.504365289	2.121621103	0.488748568	4.340925464	1.42E-05	8.60E-05	TRINITY_GG_4207_c1_g1_i4.p1	Lko057S006623	427262	435711	+
NFIP2_HUMAN	Q9NV92	NEDD4 family-interacting protein 2 (NEDD4 WW domain-binding protein 5A) (Putative MAPK-activating protein PM04/PM05/PM06/PM07) (Putative NF-kappa-B-activating protein 413)	NDFIP2 KIAA1165 N4WBP5A	Homo sapiens (Human)	GO:0000139; GO:0005737; GO:0005739; GO:0005783; GO:0005794; GO:0006511; GO:0007034; GO:0010629; GO:0016021; GO:0030001; GO:0031398; GO:0032410; GO:0032585; GO:0043123; GO:0043231; GO:0048471; GO:0050699; GO:0051224	OG0010237	NEOSPISA	SPISA	96.81877927	156.2613499	124.5586456	-0.69105568	0.159272249	-4.338832949	1.43E-05	8.67E-05	TRINITY_GG_33898_c2_g1_i4.p1	Lko057S007702	68	2290	-
EME1_MOUSE	Q8BJW7	"Crossover junction endonuclease EME1, EC 3.1.22.-"	Eme1	Mus musculus (Mouse)	GO:0000712; GO:0000785; GO:0000792; GO:0003677; GO:0004519; GO:0005730; GO:0006302; GO:0031297; GO:0031573; GO:0043596; GO:0046872; GO:0048476; GO:0072429; GO:1905347	OG0011624	NEOSPISA	SPISA	146.7578986	90.92788773	120.7038935	0.687185839	0.158389082	4.338593498	1.43E-05	8.68E-05	TRINITY_GG_5321_c0_g1_i21.p1	Lko057S001816	244101	275008	+
NA	NA	NA	NA	NA	NA	OG0003148	NEOSPISA	SPISA	9.782625099	1.171784541	5.764232839	3.044798463	0.702038291	4.33708318	1.44E-05	8.73E-05	TRINITY_GG_11073_c0_g1_i5.p3	Lko057S001959	449471	449878	-
NA	NA	NA	NA	NA	NA	OG0010785	NEOSPISA	SPISA	638.616872	469.9423286	559.9020851	0.443083243	0.102201762	4.335377732	1.46E-05	8.79E-05	TRINITY_GG_35400_c0_g2_i3.p2	Lko057S003492	713845	718816	-
NA	NA	NA	NA	NA	NA	OG0005101	NEOSPISA	SPISA	180.9676106	106.0041606	145.9846673	0.773007723	0.17845739	4.331609482	1.48E-05	8.94E-05	TRINITY_GG_17268_c3_g1_i1.p1	Lko057S004485	31979	50691	-
NA	NA	NA	NA	NA	NA	OG0010384	NEOSPISA	SPISA	743.369448	447.7310398	605.4048575	0.732170884	0.169054125	4.330985011	1.48E-05	8.96E-05	TRINITY_GG_34296_c0_g1_i4.p2	Lko057S007059	1845	10397	-
PSF2_MOUSE	Q9D600	DNA replication complex GINS protein PSF2 (GINS complex subunit 2)	Gins2 Psf2	Mus musculus (Mouse)	GO:0000727; GO:0000811; GO:0005634; GO:0006268; GO:0071162; GO:1900264; GO:1903934	OG0005858	NEOSPISA	SPISA	47.9737671	25.75064297	37.60297584	0.890465842	0.205625972	4.330512503	1.49E-05	8.97E-05	TRINITY_GG_19814_c2_g1_i1.p2	Lko057S000180	913627	917405	+
NA	NA	NA	NA	NA	NA	OG0004314	NEOSPISA	SPISA	64.30082079	38.57267335	52.29435198	0.727540005	0.16799619	4.330693475	1.49E-05	8.97E-05	TRINITY_GG_1466_c0_g1_i34.p1	Lko057S002046	62108	100066	-
ACVR1_BOVIN	Q28041	"Activin receptor type-1, EC 2.7.11.30 (Activin receptor type I, ACTR-I) (Serine/threonine-protein kinase receptor R1, SKR1)"	ACVR1 ACVRLK2	Bos taurus (Bovine)	GO:0001655; GO:0001701; GO:0001755; GO:0004674; GO:0005025; GO:0005524; GO:0005886; GO:0005887; GO:0006468; GO:0007179; GO:0007281; GO:0007368; GO:0007507; GO:0009953; GO:0016361; GO:0030509; GO:0043235; GO:0046332; GO:0046872; GO:0048179; GO:0050431; GO:0070724; GO:0071363	OG0011844	NEOSPISA	SPISA	44.07819027	73.46348583	57.79132819	-0.736341056	0.17011146	-4.32857996	1.50E-05	9.04E-05	TRINITY_GG_6056_c5_g1_i2.p1	Lko057S004110	63475	73061	-
NA	NA	NA	NA	NA	NA	OG0007133	NEOSPISA	SPISA	5712.962387	10170.70428	7793.241935	-0.832084232	0.192252448	-4.328081332	1.50E-05	9.06E-05	TRINITY_GG_23836_c1_g1_i38.p1	Lko057S002861	28983	29462	-
LRP1_MOUSE	Q91ZX7	"Prolow-density lipoprotein receptor-related protein 1, LRP-1 (Alpha-2-macroglobulin receptor, A2MR) (CD antigen CD91) [Cleaved into: Low-density lipoprotein receptor-related protein 1 85 kDa subunit, LRP-85; Low-density lipoprotein receptor-related protein 1 515 kDa subunit, LRP-515; Low-density lipoprotein receptor-related protein 1 intracellular domain, LRPICD ]"	Lrp1 A2mr	Mus musculus (Mouse)	GO:0002020; GO:0002265; GO:0003279; GO:0005102; GO:0005509; GO:0005634; GO:0005768; GO:0005769; GO:0005794; GO:0005856; GO:0005886; GO:0005887; GO:0005905; GO:0006898; GO:0006909; GO:0007041; GO:0007167; GO:0007204; GO:0007205; GO:0008203; GO:0008283; GO:0009897; GO:0010629; GO:0010812; GO:0010875; GO:0010942; GO:0010976; GO:0010977; GO:0014912; GO:0015026; GO:0016020; GO:0016323; GO:0016964; GO:0030136; GO:0030178; GO:0030425; GO:0030512; GO:0031623; GO:0032050; GO:0032092; GO:0032370; GO:0032374; GO:0032376; GO:0032429; GO:0032593; GO:0032956; GO:0034185; GO:0035774; GO:0035909; GO:0038024; GO:0043025; GO:0043066; GO:0043235; GO:0043277; GO:0043524; GO:0044242; GO:0044295; GO:0044877; GO:0045177; GO:0045773; GO:0045807; GO:0048691; GO:0048694; GO:0050766; GO:0051222; GO:0051481; GO:0051895; GO:0060392; GO:0060394; GO:0060548; GO:0060976; GO:0061642; GO:0062136; GO:0070374; GO:0097242; GO:0150093; GO:0150094; GO:0150104; GO:1900149; GO:1900223; GO:1903078; GO:1904109; GO:1904300; GO:1904646; GO:1904754; GO:1905109; GO:1905167; GO:2000343; GO:2000587	OG0009550	NEOSPISA	SPISA	311.790663	216.1838653	267.1741574	0.52491471	0.121317582	4.326781835	1.51E-05	9.10E-05	TRINITY_GG_31663_c0_g1_i6.p1	Lko057S001506	394209	471847	-
ENAS2_ARATH	Q9SRL4	"Cytosolic endo-beta-N-acetylglucosaminidase 2, ENGase 2, EC 3.2.1.96 (Endo-beta-N-acetyglucosaminidase 85B, AtENGase85B)"	ENGASE2 ENGASE85B At3g11040 F9F8.14	Arabidopsis thaliana (Mouse-ear cress)	GO:0004553; GO:0005737; GO:0005829; GO:0006491; GO:0006517; GO:0033925	OG0006783	NEOSPISA	SPISA	169.2107574	101.2453466	137.4935657	0.738938165	0.170840244	4.325316733	1.52E-05	9.16E-05	TRINITY_GG_2276_c1_g1_i2.p2	Lko057S003346	828227	830062	-
NIP7_TETNG	Q4T2X8	60S ribosome subunit biogenesis protein NIP7 homolog	nip7 GSTENG00008117001	Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	GO:0003723; GO:0005654; GO:0005730; GO:0042255	OG0003464	NEOSPISA	SPISA	218.1232148	146.2052468	184.5614964	0.581262913	0.134481037	4.322266738	1.54E-05	9.28E-05	TRINITY_GG_12055_c4_g1_i1.p1	Lko057S001077	505195	505983	-
PUSL1_MOUSE	A2ADA5	"tRNA pseudouridine synthase-like 1, EC 5.4.99.- (tRNA pseudouridylate synthase-like 1) (tRNA-uridine isomerase-like 1)"	Pusl1	Mus musculus (Mouse)	GO:0003723; GO:0005739; GO:0009982; GO:0031119; GO:0043231	OG0009612	NEOSPISA	SPISA	250.1497946	332.6272107	288.6392555	-0.412233365	0.095510702	-4.316096069	1.59E-05	9.54E-05	TRINITY_GG_31894_c0_g1_i42.p2	Lko057S001052	681180	682816	+
CYB5R_DROME	P19967	Cytochrome b5-related protein (Protein TU-36B)	Cyt-b5-r CG13279	Drosophila melanogaster (Fruit fly)	GO:0005739; GO:0006629; GO:0016491; GO:0020037; GO:0046872	OG0011566	NEOSPISA	SPISA	426.5941657	802.3676612	601.9551303	-0.911100296	0.211109618	-4.315768777	1.59E-05	9.55E-05	TRINITY_GG_5103_c1_g1_i2.p1	Lko057S003722	53492	153533	-
NA	NA	NA	NA	NA	NA	OG0006316	NEOSPISA	SPISA	478.1417733	321.2917195	404.9450815	0.574033241	0.133100106	4.312793254	1.61E-05	9.67E-05	TRINITY_GG_21256_c11_g2_i6.p1	Lko057S000422	160354	189047	+
NA	NA	NA	NA	NA	NA	OG0012636	NEOSPISA	SPISA	106.4573086	54.16239729	82.05301667	0.972836893	0.225711005	4.310099517	1.63E-05	9.78E-05	TRINITY_GG_8722_c1_g1_i5.p1	Lko057S000190	177959	189037	+
UN112_DROME	Q9VZI3	Unc-112-related protein (Fermitin-1)	Fit1 CG14991	Drosophila melanogaster (Fruit fly)	GO:0005178; GO:0005737; GO:0007160; GO:0007229; GO:0030055; GO:0048738; GO:0050829; GO:0050839	OG0005229	NEOSPISA	SPISA	343.853716	209.4935608	281.1523102	0.716221077	0.166268627	4.307614078	1.65E-05	9.87E-05	TRINITY_GG_1763_c5_g1_i1.p1	Lko057S001449	945322	955120	-
WDR27_MOUSE	Q8C5V5	WD repeat-containing protein 27	Wdr27	Mus musculus (Mouse)	GO:0005654	OG0007992	NEOSPISA	SPISA	615.0217407	856.0327093	727.4935261	-0.478000523	0.110963327	-4.30773422	1.65E-05	9.87E-05	TRINITY_GG_26687_c0_g1_i13.p1	Lko057S001166	623804	628715	-
NA	NA	NA	NA	NA	NA	OG0012837	NEOSPISA	SPISA	201.0626751	107.6455019	157.4679943	0.901126165	0.209179768	4.307903073	1.65E-05	9.87E-05	TRINITY_GG_936_c6_g2_i1.p1	Lko057S002825	36599	49810	+
PSA4_BOVIN	Q3ZCK9	Proteasome subunit alpha type-4	PSMA4	Bos taurus (Bovine)	GO:0000932; GO:0005634; GO:0005654; GO:0005829; GO:0005839; GO:0006511; GO:0010498; GO:0019773	OG0010898	NEOSPISA	SPISA	651.6348866	499.8182995	580.787146	0.38325837	0.088982457	4.307122795	1.65E-05	9.89E-05	TRINITY_GG_35754_c1_g1_i7.p1	Lko057S001358	286671	290207	+
STXB5_HUMAN	Q5T5C0	Syntaxin-binding protein 5 (Lethal(2) giant larvae protein homolog 3) (Tomosyn-1)	STXBP5 LLGL3	Homo sapiens (Human)	GO:0005096; GO:0005737; GO:0005829; GO:0005886; GO:0005892; GO:0006887; GO:0008021; GO:0010807; GO:0015031; GO:0017075; GO:0017157; GO:0019905; GO:0031201; GO:0045159; GO:0045921; GO:0050708; GO:0070161; GO:0098674; GO:0098686; GO:2000300	OG0004184	NEOSPISA	SPISA	122.1819802	77.84663958	101.4921546	0.650215754	0.150990478	4.306336159	1.66E-05	9.92E-05	TRINITY_GG_14125_c3_g1_i11.p1	Lko057S002690	668182	668279	+
NA	NA	NA	NA	NA	NA	OG0003385	NEOSPISA	SPISA	1923.860158	4370.848527	3065.788064	-1.18402129	0.275031868	-4.305033079	1.67E-05	9.97E-05	TRINITY_GG_11819_c0_g1_i17.p1	Lko057S005680	810911	859241	-
BODG_RAT	Q9QZU7	"Gamma-butyrobetaine dioxygenase, EC 1.14.11.1 (Gamma-butyrobetaine hydroxylase, Gamma-BBH) (Gamma-butyrobetaine,2-oxoglutarate dioxygenase)"	Bbox1 Bbh	Rattus norvegicus (Rat)	GO:0005506; GO:0005739; GO:0008270; GO:0008336; GO:0042802; GO:0045329	OG0008135	NEOSPISA	SPISA	55.39830616	100.1606013	76.28737723	-0.847996947	0.197151099	-4.301253971	1.70E-05	1.01E-04	TRINITY_GG_27076_c0_g1_i1.p2	Lko057S002311	33380	49411	-
TXG1A_SCODE	P0DQE1	"U-scoloptoxin(16)-Ssd1a, U-SLPTX(16)-Ssd1a (Toxin SSD377)"	NA	Scolopendra dehaani (Thai centipede) (Scolopendra subspinipes dehaani)	GO:0005576; GO:0090729	OG0011900	NEOSPISA	SPISA	16.70357704	35.32435787	25.39327476	-1.102350406	0.2564136	-4.299110518	1.71E-05	1.02E-04	TRINITY_GG_6256_c7_g1_i1.p1	Lko057S002906	37049	52461	-
SSDH_HUMAN	P51649	"Succinate-semialdehyde dehydrogenase, mitochondrial, EC 1.2.1.24 (Aldehyde dehydrogenase family 5 member A1) (NAD(+)-dependent succinic semialdehyde dehydrogenase)"	ALDH5A1 SSADH	Homo sapiens (Human)	GO:0004777; GO:0005739; GO:0005759; GO:0006105; GO:0006536; GO:0006807; GO:0007417; GO:0009450; GO:0009791; GO:0042135; GO:0042802	OG0008619	NEOSPISA	SPISA	10.1167612	28.51504246	18.70262578	-1.501544702	0.349348043	-4.298133999	1.72E-05	1.03E-04	TRINITY_GG_28779_c0_g2_i1.p1	Lko057S002447	432658	453070	-
UBE2O_HUMAN	Q9C0C9	"(E3-independent) E2 ubiquitin-conjugating enzyme, EC 2.3.2.24 (E2/E3 hybrid ubiquitin-protein ligase UBE2O) (Ubiquitin carrier protein O) (Ubiquitin-conjugating enzyme E2 O) (Ubiquitin-conjugating enzyme E2 of 230 kDa, Ubiquitin-conjugating enzyme E2-230K) (Ubiquitin-protein ligase O)"	UBE2O KIAA1734	Homo sapiens (Human)	GO:0003723; GO:0004842; GO:0004869; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006513; GO:0016604; GO:0030513; GO:0042147; GO:0043066; GO:0061630; GO:0061631; GO:0070534	OG0004900	NEOSPISA	SPISA	2188.885954	3039.945858	2586.047243	-0.474171474	0.110365845	-4.29636065	1.74E-05	1.03E-04	TRINITY_GG_16677_c1_g1_i10.p1	Lko057S005597	240570	264080	-
NA	NA	NA	NA	NA	NA	OG0012315	NEOSPISA	SPISA	4.122750359	13.98577326	8.725494378	-1.828035088	0.425379754	-4.29741912	1.73E-05	1.03E-04	TRINITY_GG_7627_c0_g1_i3.p1	Lko057S008220	337084	346568	+
KALM_HUMAN	P23352	Anosmin-1 (Adhesion molecule-like X-linked) (Kallmann syndrome protein)	ANOS1 ADMLX KAL KAL1 KALIG1	Homo sapiens (Human)	GO:0004867; GO:0005201; GO:0005576; GO:0005615; GO:0005886; GO:0006935; GO:0007155; GO:0007411; GO:0008201; GO:0009986; GO:0030182; GO:0031012	OG0008448	NEOSPISA	SPISA	68.10674681	163.6577966	112.6972367	-1.266381408	0.294790345	-4.295871393	1.74E-05	1.04E-04	TRINITY_GG_28112_c3_g1_i1.p1	Lko057S000454	1250908	1343935	+
NA	NA	NA	NA	NA	NA	OG0012876	NEOSPISA	SPISA	346.8269021	243.9601364	298.8224114	0.509597085	0.118631521	4.295629708	1.74E-05	1.04E-04	TRINITY_GG_9521_c0_g1_i21.p2	Lko057S001828	26146	29611	-
CDIN1_XENLA	Q6NRW5	CDAN1-interacting nuclease 1	NA	Xenopus laevis (African clawed frog)	GO:0005634; GO:0005737	OG0009118	NEOSPISA	SPISA	65.31875671	35.4725564	51.3905299	0.87892811	0.204791223	4.291825098	1.77E-05	1.05E-04	TRINITY_GG_30372_c0_g1_i1.p1	Lko057S000272	309351	311400	-
NA	NA	NA	NA	NA	NA	OG0007332	NEOSPISA	SPISA	379.6975892	266.2322247	326.7470858	0.510457811	0.119050986	4.287724339	1.81E-05	1.07E-04	TRINITY_GG_24454_c3_g1_i2.p1	Lko057S000639	199521	203752	-
NA	NA	NA	NA	NA	NA	OG0009849	NEOSPISA	SPISA	43.108333	20.11548609	32.37833777	1.103346296	0.257359804	4.287174148	1.81E-05	1.07E-04	TRINITY_GG_32652_c0_g2_i3.p1	Lko057S003139	258009	263892	+
PHAR2_RAT	P62025	Phosphatase and actin regulator 2	Phactr2	Rattus norvegicus (Rat)	GO:0003779; GO:0004864; GO:0030036	OG0003246	NEOSPISA	SPISA	148.8585056	254.9804213	198.3820663	-0.774617824	0.180770598	-4.285087478	1.83E-05	1.08E-04	TRINITY_GG_11396_c1_g1_i91.p2	Lko057S000979	195290	620316	+
NA	NA	NA	NA	NA	NA	OG0002890	NEOSPISA	SPISA	216.7963083	141.5205924	181.6676409	0.616870712	0.143943715	4.28549947	1.82E-05	1.08E-04	TRINITY_GG_10172_c3_g1_i1.p1	Lko057S000192	251532	253067	-
NA	NA	NA	NA	NA	NA	OG0011959	NEOSPISA	SPISA	7.83554776	38.30615297	22.05516353	-2.283921776	0.532893154	-4.285890628	1.82E-05	1.08E-04	TRINITY_GG_6480_c4_g2_i2.p1	Lko057S001632	258319	262699	-
NA	NA	NA	NA	NA	NA	OG0009682	NEOSPISA	SPISA	1235.429785	925.8096497	1090.940388	0.41578108	0.09701081	4.285925263	1.82E-05	1.08E-04	TRINITY_GG_32095_c1_g1_i2.p1	Lko057S000577	394098	399555	+
NA	NA	NA	NA	NA	NA	OG0006003	NEOSPISA	SPISA	28.30708802	51.78438302	39.26315902	-0.862103521	0.201232427	-4.284118292	1.83E-05	1.09E-04	TRINITY_GG_20150_c0_g1_i2.p1	Lko057S016360	12346	12432	+
NA	NA	NA	NA	NA	NA	OG0008274	NEOSPISA	SPISA	170.0027115	264.5730807	214.1355504	-0.63480659	0.14827824	-4.281185087	1.86E-05	1.10E-04	TRINITY_GG_27484_c7_g1_i5.p2	Lko057S002146	114764	121289	-
NA	NA	NA	NA	NA	NA	OG0009320	NEOSPISA	SPISA	258.5547209	157.0802568	211.199971	0.722700908	0.169091572	4.274020876	1.92E-05	1.13E-04	TRINITY_GG_30991_c2_g1_i2.p1	Lko057S003555	164881	166503	+
NA	NA	NA	NA	NA	NA	OG0011532	NEOSPISA	SPISA	104.3867722	59.22449929	83.31104482	0.819948247	0.191765898	4.275777159	1.90E-05	1.13E-04	TRINITY_GG_5039_c6_g1_i1.p1	Lko057S001659	29638	37430	+
NA	NA	NA	NA	NA	NA	OG0012592	NEOSPISA	SPISA	1564.960847	2239.21868	1879.614502	-0.517054135	0.120946987	-4.275047677	1.91E-05	1.13E-04	TRINITY_GG_8505_c0_g1_i1.p1	Lko057S002366	400922	416268	+
NA	NA	NA	NA	NA	NA	OG0011237	NEOSPISA	SPISA	79.55819874	44.58036703	63.23521061	0.824669336	0.192875001	4.275667299	1.91E-05	1.13E-04	TRINITY_GG_4195_c4_g1_i80.p1	Lko057S005121	542896	551312	-
MANBA_CAPHI	Q95327	"Beta-mannosidase, EC 3.2.1.25 (Lysosomal beta A mannosidase) (Mannanase, Mannase)"	MANBA	Capra hircus (Goat)	GO:0004567; GO:0005764; GO:0005975; GO:0006516	OG0004428	NEOSPISA	SPISA	1158.664434	1496.254732	1316.206573	-0.368724243	0.086285445	-4.273307546	1.93E-05	1.14E-04	TRINITY_GG_15076_c0_g1_i26.p1	Lko057S001331	1159580	1204406	-
NA	NA	NA	NA	NA	NA	OG0007773	NEOSPISA	SPISA	96.69022832	144.2530953	118.8862329	-0.576082698	0.134856315	-4.271825903	1.94E-05	1.14E-04	TRINITY_GG_25867_c0_g1_i1.p1	Lko057S004141	38670	91794	-
