Entry_Name	Entry	Protein names	Gene Names	Organism	Gene Ontology IDs	Orthogroup	sampleA	sampleB	baseMeanA	baseMeanB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Transcript	Scaffold	Start	Stop	Direction
NA	NA	NA	NA	NA	NA	OG0005461	KOHALENSIS	PARANIGRA	257.3027069	483.5134379	370.4080724	-0.909218759	0.201987713	-4.501356774	6.75E-06	4.71E-05	TRINITY_GG_18460_c1_g1_i10.p1	Lko057S003992	322988	368362	+
GLGB_MOUSE	Q9D6Y9	"1,4-alpha-glucan-branching enzyme, EC 2.4.1.18 (Brancher enzyme) (Glycogen-branching enzyme)"	Gbe1	Mus musculus (Mouse)	GO:0003844; GO:0004553; GO:0005737; GO:0005829; GO:0005975; GO:0005978; GO:0030246; GO:0043169; GO:0043524; GO:0102752	OG0012896	KOHALENSIS	PARANIGRA	439.5544225	267.9726382	353.7635304	0.711749455	0.158133224	4.500948222	6.77E-06	4.72E-05	TRINITY_GG_9579_c0_g1_i5.p1	Lko057S004711	19750	82684	+
VKT1_VIPAA	P00991	"Kunitz-type serine protease inhibitor 1 (Venom basic protease inhibitor 1) (Venom trypsin inhibitor I, cVamTi)"	NA	Vipera ammodytes ammodytes (Western sand viper)	GO:0004867; GO:0005576	OG0010081	KOHALENSIS	PARANIGRA	51.45771297	22.36350193	36.91060745	1.210041758	0.268950075	4.499131507	6.82E-06	4.76E-05	TRINITY_GG_33441_c1_g1_i3.p1	Lko057S000478	533818	535739	+
PKHG5_RAT	Q6RFZ7	"Pleckstrin homology domain-containing family G member 5, PH domain-containing family G member 5 (Neuronal RhoA GEF protein) (Transcript highly enriched in cortex and hippocampus)"	Plekhg5 Tech	Rattus norvegicus (Rat)	GO:0005085; GO:0005737; GO:0005886; GO:0005911; GO:0007266; GO:0030027; GO:0030139; GO:0030424; GO:0035767; GO:0043542; GO:0048471; GO:0098793; GO:0099575	OG0005911	KOHALENSIS	PARANIGRA	111.7740605	185.6919407	148.7330006	-0.73600171	0.163612297	-4.498449817	6.85E-06	4.77E-05	TRINITY_GG_1987_c0_g1_i17.p1	Lko057S000331	464656	558035	+
NA	NA	NA	NA	NA	NA	OG0004191	KOHALENSIS	PARANIGRA	135.8550462	83.00143217	109.4282392	0.718136215	0.159936852	4.490123489	7.12E-06	4.96E-05	TRINITY_GG_14134_c0_g1_i1.p1	Lko057S007789	405397	406041	+
COX7R_BOVIN	Q3T061	"Cytochrome c oxidase subunit 7A-related protein, mitochondrial (Cytochrome c oxidase subunit VIIa-related protein)"	COX7A2L	Bos taurus (Bovine)	GO:0002082; GO:0005730; GO:0005746; GO:0005751; GO:0006123; GO:0097250	OG0006821	KOHALENSIS	PARANIGRA	308.6473433	464.9946884	386.8210159	-0.590452152	0.131637464	-4.485441569	7.28E-06	5.06E-05	TRINITY_GG_22967_c0_g1_i3.p1	Lko057S000096	724005	725070	-
ECI1_MOUSE	P42125	"Enoyl-CoA delta isomerase 1, mitochondrial, EC 5.3.3.8 (3,2-trans-enoyl-CoA isomerase) (Delta(3),Delta(2)-enoyl-CoA isomerase, D3,D2-enoyl-CoA isomerase) (Dodecenoyl-CoA isomerase)"	Eci1 Dci	Mus musculus (Mouse)	GO:0004165; GO:0004300; GO:0005739; GO:0005743; GO:0005759; GO:0006635; GO:0016863; GO:0042802	OG0003859	KOHALENSIS	PARANIGRA	350.5621811	494.9079936	422.7350874	-0.498228772	0.111074839	-4.485523227	7.27E-06	5.06E-05	TRINITY_GG_13065_c0_g1_i8.p1	Lko057S008234	39145	57991	-
NA	NA	NA	NA	NA	NA	OG0008395	KOHALENSIS	PARANIGRA	426.2851475	596.7343974	511.5097724	-0.484726001	0.108089932	-4.484469491	7.31E-06	5.08E-05	TRINITY_GG_27924_c1_g1_i11.p1	Lko057S003061	32675	33513	+
NA	NA	NA	NA	NA	NA	OG0006143	KOHALENSIS	PARANIGRA	124.1506542	207.7254379	165.938046	-0.73985073	0.164989033	-4.484241869	7.32E-06	5.08E-05	TRINITY_GG_2062_c4_g1_i19.p3	Lko057S004540	3854	4681	+
NA	NA	NA	NA	NA	NA	OG0006923	KOHALENSIS	PARANIGRA	46.65645018	156.4640812	101.5602657	-1.744508757	0.389091129	-4.48354801	7.34E-06	5.09E-05	TRINITY_GG_23213_c1_g1_i1.p1	Lko057S004284	52802	62552	+
NA	NA	NA	NA	NA	NA	OG0008773	KOHALENSIS	PARANIGRA	1962.124621	2757.267254	2359.695937	-0.490695727	0.109458511	-4.482938099	7.36E-06	5.10E-05	TRINITY_GG_29318_c0_g1_i9.p1	Lko057S005995	17476	33244	+
NA	NA	NA	NA	NA	NA	OG0003699	KOHALENSIS	PARANIGRA	178.7035663	300.4558621	239.5797142	-0.751398304	0.167740742	-4.479521774	7.48E-06	5.18E-05	TRINITY_GG_12640_c6_g1_i1.p2	Lko057S004900	126659	135639	+
ADCK_DROME	Q9W133	"AarF domain-containing kinase 1, EC 2.7.-.-"	Adck1 Adck CG3608	Drosophila melanogaster (Fruit fly)	GO:0004672; GO:0005524; GO:0005576; GO:0005743; GO:0006468; GO:0007005; GO:0010637; GO:0032592; GO:0055088; GO:1903852	OG0006724	KOHALENSIS	PARANIGRA	132.0627685	84.02270006	108.0427343	0.653565929	0.145916393	4.479043891	7.50E-06	5.19E-05	TRINITY_GG_22589_c2_g1_i7.p1	Lko057S002659	1220064	1224213	+
NPRL2_BOVIN	Q5E9U9	"GATOR complex protein NPRL2 (Nitrogen permease regulator 2-like protein, NPR2-like protein)"	NPRL2	Bos taurus (Bovine)	GO:0005096; GO:0005765; GO:0005774; GO:0010508; GO:0034198; GO:1904262; GO:1990130	OG0007348	KOHALENSIS	PARANIGRA	145.8835736	92.92129841	119.402436	0.642971426	0.143627161	4.476670157	7.58E-06	5.24E-05	TRINITY_GG_24522_c4_g1_i10.p1	Lko057S001661	150142	159304	+
NFRKB_MOUSE	Q6PIJ4	Nuclear factor related to kappa-B-binding protein (DNA-binding protein R kappa-B)	Nfrkb	Mus musculus (Mouse)	GO:0000723; GO:0002020; GO:0003677; GO:0005634; GO:0005654; GO:0006275; GO:0006281; GO:0006282; GO:0006310; GO:0006338; GO:0031011; GO:0033044; GO:0045739; GO:0045893; GO:0045995; GO:0051726; GO:0060382; GO:1904507	OG0003258	KOHALENSIS	PARANIGRA	274.1969199	204.0095414	239.1032307	0.427418238	0.095542009	4.473615764	7.69E-06	5.32E-05	TRINITY_GG_11405_c0_g2_i10.p1	Lko057S001034	25474	80345	+
RIMB2_MOUSE	Q80U40	"RIMS-binding protein 2, RIM-BP2"	Rimbp2 Kiaa0318 Rbp2	Mus musculus (Mouse)	GO:0005886; GO:0007274; GO:0070161; GO:0098831	OG0007433	KOHALENSIS	PARANIGRA	168.5848454	94.58482515	131.5848353	0.838467814	0.187565699	4.470261994	7.81E-06	5.40E-05	TRINITY_GG_2474_c1_g1_i91.p1	Lko057S003711	621738	676276	-
NA	NA	NA	NA	NA	NA	OG0003153	KOHALENSIS	PARANIGRA	413.4833908	319.8466724	366.6650316	0.370256095	0.082844897	4.469268584	7.85E-06	5.41E-05	TRINITY_GG_11096_c0_g1_i16.p1	Lko057S004769	652988	691687	-
NA	NA	NA	NA	NA	NA	OG0009682	KOHALENSIS	PARANIGRA	1229.00099	912.6760984	1070.838544	0.429263233	0.096043669	4.46945893	7.84E-06	5.41E-05	TRINITY_GG_32095_c1_g1_i2.p1	Lko057S000577	394098	399555	+
GALM_MOUSE	Q8K157	"Galactose mutarotase, EC 5.1.3.3 (Aldose 1-epimerase)"	Galm	Mus musculus (Mouse)	GO:0004034; GO:0004553; GO:0005737; GO:0005975; GO:0006006; GO:0006012; GO:0030246; GO:0033499	OG0009030	KOHALENSIS	PARANIGRA	3313.9728	5709.14543	4511.559115	-0.784717576	0.175722537	-4.465662686	7.98E-06	5.50E-05	TRINITY_GG_30165_c1_g1_i5.p1	Lko057S003525	168931	170907	-
KTNB1_XENTR	Q6NVM2	"Katanin p80 WD40 repeat-containing subunit B1, Katanin p80 subunit B1 (p80 katanin)"	katnb1 TEgg076g13.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	GO:0000922; GO:0005737; GO:0005813; GO:0005819; GO:0005874; GO:0007019; GO:0007049; GO:0008017; GO:0008352; GO:0051013; GO:0051301	OG0011765	KOHALENSIS	PARANIGRA	311.2115718	217.7032572	264.4574145	0.515442025	0.1155009	4.462666754	8.09E-06	5.57E-05	TRINITY_GG_5816_c0_g1_i6.p1	Lko057S004801	108436	142090	+
CUA2B_TENMO	P80682	"Larval cuticle protein A2B (TM-LCP A2B, TM-A2B)"	NA	Tenebrio molitor (Yellow mealworm beetle)	GO:0042302	OG0009677	KOHALENSIS	PARANIGRA	49.71565188	131.3145773	90.51511459	-1.401701123	0.314479356	-4.457211886	8.30E-06	5.71E-05	TRINITY_GG_3208_c0_g1_i1.p2	Lko057S004187	205024	205541	+
CND2_XENLA	O13067	Condensin complex subunit 2 (Barren homolog) (Chromosome assembly protein xCAP-H) (Chromosome-associated protein H) (Non-SMC condensin I complex subunit H)	ncaph brrn1 caph	Xenopus laevis (African clawed frog)	GO:0000796; GO:0005634; GO:0005829; GO:0007076; GO:0051301	OG0009648	KOHALENSIS	PARANIGRA	623.865301	487.983245	555.924273	0.355673947	0.079849743	4.454290439	8.42E-06	5.79E-05	TRINITY_GG_31923_c1_g1_i2.p1	Lko057S001701	763194	767628	-
P20D1_XENTR	Q08BT9	"N-fatty-acyl-amino acid synthase/hydrolase PM20D1, EC 3.5.1.114, EC 3.5.1.14 (Peptidase M20 domain-containing protein 1)"	pm20d1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	GO:0004046; GO:0005615; GO:0006508; GO:0006520; GO:0006631; GO:0006807; GO:0008233; GO:0016811; GO:0016829; GO:0022904; GO:0043604; GO:0043605; GO:0044255; GO:0046872; GO:0097009; GO:1990845; GO:2000275	OG0007688	KOHALENSIS	PARANIGRA	388.9849345	501.8473241	445.4161293	-0.368554283	0.082805587	-4.450838339	8.55E-06	5.88E-05	TRINITY_GG_25656_c0_g1_i2.p1	Lko057S005191	332116	348334	-
RL6_RAT	P21533	60S ribosomal protein L6 (Neoplasm-related protein C140)	Rpl6	Rattus norvegicus (Rat)	GO:0000027; GO:0000049; GO:0002181; GO:0003723; GO:0003729; GO:0003735; GO:0005634; GO:0005791; GO:0014069; GO:0022625; GO:0022626; GO:0031672; GO:0036464; GO:0042788; GO:0045202; GO:1990932	OG0008033	KOHALENSIS	PARANIGRA	5735.212206	7885.236253	6810.224229	-0.459176675	0.103211212	-4.448903025	8.63E-06	5.93E-05	TRINITY_GG_26727_c2_g1_i8.p2	Lko057S002018	371640	378818	+
TNPO1_MOUSE	Q8BFY9	Transportin-1 (Importin beta-2) (Karyopherin beta-2)	Tnpo1 Kpnb2	Mus musculus (Mouse)	GO:0005634; GO:0005737; GO:0006606; GO:0008139; GO:0031267; GO:0061608	OG0004308	KOHALENSIS	PARANIGRA	1125.865506	785.3813489	955.6234276	0.518908619	0.11671506	4.445943997	8.75E-06	6.00E-05	TRINITY_GG_14637_c0_g1_i4.p1	Lko057S005881	98936	112396	+
NA	NA	NA	NA	NA	NA	OG0010921	KOHALENSIS	PARANIGRA	275.7683741	178.5725043	227.1704392	0.630740341	0.141857699	4.446289096	8.74E-06	6.00E-05	TRINITY_GG_35776_c5_g1_i1.p1	Lko057S001453	15020	15673	+
NA	NA	NA	NA	NA	NA	OG0008811	KOHALENSIS	PARANIGRA	496.9913369	789.744592	643.3679645	-0.669058369	0.150765003	-4.437756481	9.09E-06	6.23E-05	TRINITY_GG_2946_c0_g1_i1.p1	Lko057S000624	409329	423017	+
NA	NA	NA	NA	NA	NA	OG0010175	KOHALENSIS	PARANIGRA	70.57250363	351.4676925	211.0200981	-2.317101145	0.522217251	-4.437044426	9.12E-06	6.24E-05	TRINITY_GG_33721_c0_g1_i1.p1	Lko057S002389	186860	188473	+
NA	NA	NA	NA	NA	NA	OG0008889	KOHALENSIS	PARANIGRA	106.6835405	198.5017423	152.5926414	-0.896249368	0.201980941	-4.43729673	9.11E-06	6.24E-05	TRINITY_GG_29727_c0_g1_i12.p1	Lko057S000725	129659	134254	+
DAF41_CAEEL	Q23280	Co-chaperone protein daf-41 (Abnormal dauer formation protein daf-41) (p23/cytosolic prostaglandin E synthase 3 homolog)	daf-41 p23 ZC395.10	Caenorhabditis elegans	GO:0005634; GO:0005829; GO:0006457; GO:0022417; GO:0030016; GO:0051087; GO:0051131; GO:0051879; GO:0101031	OG0005283	KOHALENSIS	PARANIGRA	648.1715908	509.7545885	578.9630897	0.346240103	0.07807219	4.434871137	9.21E-06	6.30E-05	TRINITY_GG_17855_c0_g1_i6.p1	Lko057S001633	276525	277861	-
NA	NA	NA	NA	NA	NA	OG0002884	KOHALENSIS	PARANIGRA	53.84104516	110.5871253	82.21408522	-1.039997552	0.234694225	-4.431287359	9.37E-06	6.40E-05	TRINITY_GG_10162_c2_g1_i2.p1	Lko057S000091	945607	952566	+
NA	NA	NA	NA	NA	NA	OG0004543	KOHALENSIS	PARANIGRA	166.7412444	117.7323574	142.2368009	0.501191559	0.113164762	4.428865912	9.47E-06	6.47E-05	TRINITY_GG_1549_c0_g1_i2.p1	Lko057S001171	235481	235620	-
ZCPW1_MOUSE	Q6IR42	Zinc finger CW-type PWWP domain protein 1	Zcwpw1 Gm1053	Mus musculus (Mouse)	GO:0001741; GO:0005634; GO:0007127; GO:0007129; GO:0007283; GO:0008270; GO:0008327; GO:0030154; GO:0035064; GO:0045911; GO:2000781	OG0003173	KOHALENSIS	PARANIGRA	200.371609	137.3730574	168.8723332	0.545399776	0.123267186	4.424533372	9.67E-06	6.60E-05	TRINITY_GG_11161_c2_g1_i7.p2	Lko057S000216	99461	118459	-
CAC1D_DROME	Q24270	"Voltage-dependent calcium channel type D subunit alpha-1, DmCa1D"	Ca-alpha1D DroCa1 l(2)35Fa CG4894	Drosophila melanogaster (Fruit fly)	GO:0005245; GO:0005891; GO:0006816; GO:0006936; GO:0008331; GO:0016322; GO:0016323; GO:0016324; GO:0019722; GO:0034765; GO:0040011; GO:0042045; GO:0046872; GO:0070588; GO:0098703	OG0009044	KOHALENSIS	PARANIGRA	459.2023343	790.6639889	624.9331616	-0.784181892	0.177325599	-4.422271214	9.77E-06	6.66E-05	TRINITY_GG_30200_c0_g1_i6.p1	Lko057S000703	643151	728993	-
NA	NA	NA	NA	NA	NA	OG0006071	KOHALENSIS	PARANIGRA	147.6637793	75.37789162	111.5208355	0.965704985	0.218478456	4.420138265	9.86E-06	6.72E-05	TRINITY_GG_20356_c5_g1_i1.p1	Lko057S000695	1868462	1869808	+
NA	NA	NA	NA	NA	NA	OG0011503	KOHALENSIS	PARANIGRA	342.1781714	484.3980955	413.2881335	-0.499023259	0.112935982	-4.418638328	9.93E-06	6.76E-05	TRINITY_GG_5009_c2_g1_i5.p1	Lko057S001341	754577	798180	-
NA	NA	NA	NA	NA	NA	OG0006219	KOHALENSIS	PARANIGRA	50.92236475	222.8566025	136.8894836	-2.128353362	0.481761253	-4.417859157	9.97E-06	6.78E-05	TRINITY_GG_20824_c9_g1_i8.p1	Lko057S001130	240478	251980	-
NA	NA	NA	NA	NA	NA	OG0006371	KOHALENSIS	PARANIGRA	64.22295426	124.407393	94.31517364	-0.956707775	0.216552054	-4.417911335	9.97E-06	6.78E-05	TRINITY_GG_21451_c0_g1_i3.p1	Lko057S000313	56913	65856	+
MED30_AEDAE	Q172Y1	Mediator of RNA polymerase II transcription subunit 30 (Mediator complex subunit 30)	MED30 AAEL007230	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	GO:0005634	OG0009191	KOHALENSIS	PARANIGRA	79.51758106	117.6798526	98.59871681	-0.569430536	0.129100303	-4.410760647	1.03E-05	7.00E-05	TRINITY_GG_3055_c0_g1_i36.p1	Lko057S002009	64978	80906	-
IF4E_XENLA	P48597	"Eukaryotic translation initiation factor 4E, eIF-4E, eIF4E (eIF-4F 25 kDa subunit) (mRNA cap-binding protein)"	eif4e	Xenopus laevis (African clawed frog)	GO:0000932; GO:0003723; GO:0003743; GO:0005845; GO:0006417; GO:0016281; GO:0032991	OG0012220	KOHALENSIS	PARANIGRA	1693.679273	2296.72504	1995.202157	-0.438811119	0.099528529	-4.408897862	1.04E-05	7.05E-05	TRINITY_GG_7411_c0_g1_i21.p1	Lko057S001151	238538	239394	-
NA	NA	NA	NA	NA	NA	OG0012662	KOHALENSIS	PARANIGRA	111.6044251	62.295315	86.94987006	0.841077656	0.190781179	4.4085987	1.04E-05	7.06E-05	TRINITY_GG_8779_c0_g1_i96.p3	Lko057S001831	257120	257794	+
NA	NA	NA	NA	NA	NA	OG0003108	KOHALENSIS	PARANIGRA	182.4341595	278.8756684	230.6549139	-0.610560365	0.138601797	-4.405140321	1.06E-05	7.17E-05	TRINITY_GG_10919_c0_g1_i14.p1	Lko057S005634	17392	19038	+
NA	NA	NA	NA	NA	NA	OG0007530	KOHALENSIS	PARANIGRA	88.43910051	138.7054518	113.5722761	-0.652335853	0.148309247	-4.39848401	1.09E-05	7.38E-05	TRINITY_GG_25016_c0_g1_i1.p1	Lko057S002078	72162	77446	+
NA	NA	NA	NA	NA	NA	OG0005129	KOHALENSIS	PARANIGRA	29.91258539	11.74590019	20.82924279	1.35688106	0.308467382	4.398782946	1.09E-05	7.38E-05	TRINITY_GG_1737_c0_g1_i4.p1	Lko057S000203	295424	318015	+
NA	NA	NA	NA	NA	NA	OG0003988	KOHALENSIS	PARANIGRA	52.46868845	29.9363783	41.20253337	0.811486522	0.184683248	4.393936815	1.11E-05	7.53E-05	TRINITY_GG_134_c8_g1_i2.p1	Lko057S001809	423848	424776	-
NA	NA	NA	NA	NA	NA	OG0004344	KOHALENSIS	PARANIGRA	1038.525778	722.5406589	880.5332183	0.523897546	0.119270423	4.392518549	1.12E-05	7.58E-05	TRINITY_GG_14824_c0_g1_i8.p1	Lko057S000830	308360	334503	+
SFXN2_DROME	Q9VVW3	Sideroflexin-2	Sfxn2 CG6812	Drosophila melanogaster (Fruit fly)	GO:0005739; GO:0006730; GO:0022857; GO:0022889; GO:0031305; GO:0140300; GO:1990542	OG0012391	KOHALENSIS	PARANIGRA	59.06127394	96.77486163	77.91806779	-0.711633649	0.162028079	-4.392039036	1.12E-05	7.59E-05	TRINITY_GG_7931_c0_g1_i2.p1	Lko057S000851	16003	22603	+
CTBP_DROME	O46036	"C-terminal-binding protein, CtBP protein (dCtBP)"	CtBP CG7583	Drosophila melanogaster (Fruit fly)	GO:0000122; GO:0001221; GO:0003713; GO:0003714; GO:0005634; GO:0006338; GO:0006357; GO:0008134; GO:0016360; GO:0016616; GO:0022416; GO:0031010; GO:0035220; GO:0042802; GO:0042803; GO:0045892; GO:0045944; GO:0051287; GO:0090090; GO:0090263; GO:0140297	OG0006775	KOHALENSIS	PARANIGRA	186.5823546	117.0128986	151.7976266	0.6671161	0.151937959	4.390713837	1.13E-05	7.63E-05	TRINITY_GG_22769_c1_g1_i226.p2	Lko057S000600	182266	196114	-
NA	NA	NA	NA	NA	NA	OG0007948	KOHALENSIS	PARANIGRA	6.71577801	22.73509112	14.72543456	-1.740476584	0.39659057	-4.388598007	1.14E-05	7.70E-05	TRINITY_GG_26526_c1_g2_i1.p1	Lko057S004886	23030	49975	+
NA	NA	NA	NA	NA	NA	OG0003112	KOHALENSIS	PARANIGRA	3271.27748	4515.506634	3893.392057	-0.464828877	0.105931233	-4.3880248	1.14E-05	7.71E-05	TRINITY_GG_10926_c0_g1_i2.p1	Lko057S002769	168665	175731	-
KIFA3_STRPU	Q26626	Kinesin-associated protein 3 (SpKAP115)	KAP115	Strongylocentrotus purpuratus (Purple sea urchin)	GO:0005930; GO:0007017; GO:0007018; GO:0016939; GO:0019894; GO:0035869; GO:0044782	OG0010860	KOHALENSIS	PARANIGRA	391.6075498	284.2368781	337.922214	0.464062543	0.10577086	4.387432825	1.15E-05	7.73E-05	TRINITY_GG_35663_c1_g1_i11.p1	Lko057S001914	399338	408865	+
NA	NA	NA	NA	NA	NA	OG0011943	KOHALENSIS	PARANIGRA	22.07045829	51.56754899	36.81900364	-1.234648834	0.281477362	-4.386316635	1.15E-05	7.76E-05	TRINITY_GG_640_c3_g1_i5.p1	Lko057S000247	230599	240123	+
NA	NA	NA	NA	NA	NA	OG0012487	KOHALENSIS	PARANIGRA	167.3276669	95.66235737	131.4950121	0.809741877	0.184609861	4.38623307	1.15E-05	7.76E-05	TRINITY_GG_8183_c0_g1_i1.p1	Lko057S000385	1587213	1589686	-
NA	NA	NA	NA	NA	NA	OG0008430	KOHALENSIS	PARANIGRA	84.8771343	158.4775397	121.677337	-0.899946102	0.205199798	-4.385706579	1.16E-05	7.77E-05	TRINITY_GG_28083_c0_g1_i17.p6	Lko057S002588	454556	454867	+
T184B_BOVIN	A2VDL9	Transmembrane protein 184B	TMEM184B	Bos taurus (Bovine)	GO:0016021	OG0012414	KOHALENSIS	PARANIGRA	261.9945278	174.4489714	218.2217496	0.590740185	0.13474616	4.38409662	1.16E-05	7.83E-05	TRINITY_GG_7960_c2_g1_i114.p1	Lko057S001060	1750970	1850527	-
NA	NA	NA	NA	NA	NA	OG0003717	KOHALENSIS	PARANIGRA	455.3985111	331.49609	393.4473006	0.457607129	0.104394472	4.383442141	1.17E-05	7.84E-05	TRINITY_GG_12732_c3_g2_i3.p1	Lko057S000601	57186	65101	+
PX11B_BOVIN	Q148K5	Peroxisomal membrane protein 11B (Peroxin-11B) (Peroxisomal biogenesis factor 11B)	PEX11B	Bos taurus (Bovine)	GO:0005654; GO:0005739; GO:0005778; GO:0005779; GO:0016559; GO:0032991; GO:0042803; GO:0044375	OG0004895	KOHALENSIS	PARANIGRA	33.89587619	58.72157535	46.30872577	-0.79679684	0.181830327	-4.382089902	1.18E-05	7.89E-05	TRINITY_GG_16671_c0_g1_i1.p1	Lko057S001703	20954	21647	-
PALS2_MOUSE	Q9JLB0	Protein PALS2 (Dlgh4 protein) (MAGUK p55 subfamily member 6) (P55T protein) (Protein associated with Lin-7 2)	Pals2 Dlgh4 Mpp6	Mus musculus (Mouse)	GO:0004385; GO:0005886; GO:0005911; GO:0016021	OG0010605	KOHALENSIS	PARANIGRA	367.106859	181.998125	274.552492	1.012612803	0.231143476	4.38088421	1.18E-05	7.93E-05	TRINITY_GG_35073_c0_g1_i2.p1	Lko057S000181	207935	225410	-
NA	NA	NA	NA	NA	NA	OG0005673	KOHALENSIS	PARANIGRA	105.0096237	147.4226274	126.2161255	-0.489904202	0.11184844	-4.380071844	1.19E-05	7.95E-05	TRINITY_GG_19270_c0_g4_i1.p1	Lko057S000967	320137	321072	+
FUZZY_DROME	O16868	Protein fuzzy	fuz fuzzy fy CG13396	Drosophila melanogaster (Fruit fly)	GO:0005737; GO:0005856; GO:0005886; GO:0007163; GO:0016192; GO:1905515	OG0006400	KOHALENSIS	PARANIGRA	164.4229326	101.8713144	133.1471235	0.689724324	0.157633055	4.375505665	1.21E-05	8.11E-05	TRINITY_GG_21511_c5_g1_i27.p1	Lko057S001592	611246	640028	-
NA	NA	NA	NA	NA	NA	OG0005778	KOHALENSIS	PARANIGRA	10.5736531	25.54951245	18.06158278	-1.264708974	0.289030999	-4.375686275	1.21E-05	8.11E-05	TRINITY_GG_19596_c0_g1_i1.p1	Lko057S001444	29001	29866	-
ACY1_PIG	P37111	"Aminoacylase-1, ACY-1, EC 3.5.1.14 (N-acyl-L-amino-acid amidohydrolase)"	ACY1	Sus scrofa (Pig)	GO:0004046; GO:0005737; GO:0006520; GO:0042802; GO:0046872; GO:0070062	OG0005113	KOHALENSIS	PARANIGRA	171.0446095	243.9367501	207.4906798	-0.514118962	0.117528035	-4.374436813	1.22E-05	8.14E-05	TRINITY_GG_17307_c0_g1_i7.p2	Lko057S004388	230063	233908	-
RM04_BOVIN	Q32PI6	"39S ribosomal protein L4, mitochondrial, L4mt, MRP-L4"	MRPL4	Bos taurus (Bovine)	GO:0003735; GO:0005743; GO:0005762; GO:0006412	OG0002901	KOHALENSIS	PARANIGRA	144.2646184	196.6296362	170.4471273	-0.444174154	0.101640169	-4.370065077	1.24E-05	8.30E-05	TRINITY_GG_10200_c0_g1_i3.p3	Lko057S004167	29381	30238	-
HPPD_RAT	P32755	"4-hydroxyphenylpyruvate dioxygenase, EC 1.13.11.27 (4-hydroxyphenylpyruvic acid oxidase, 4HPPD, HPD, HPPDase) (F Alloantigen, F protein)"	Hpd	Rattus norvegicus (Rat)	GO:0000139; GO:0003868; GO:0005506; GO:0005783; GO:0005789; GO:0005794; GO:0006559; GO:0006572; GO:0042803	OG0005891	KOHALENSIS	PARANIGRA	160.3164364	253.8409828	207.0787096	-0.664926662	0.152189195	-4.369079295	1.25E-05	8.33E-05	TRINITY_GG_19841_c8_g1_i24.p1	Lko057S000841	779014	780225	-
NA	NA	NA	NA	NA	NA	OG0005356	KOHALENSIS	PARANIGRA	63.72037515	33.68651039	48.70344277	0.908062196	0.207968799	4.366338599	1.26E-05	8.42E-05	TRINITY_GG_18122_c0_g1_i1.p1	Lko057S005297	218044	238258	-
NA	NA	NA	NA	NA	NA	OG0005605	KOHALENSIS	PARANIGRA	59.11696069	25.61317968	42.36507019	1.211435727	0.277445934	4.366384867	1.26E-05	8.42E-05	TRINITY_GG_19133_c3_g1_i1.p1	Lko057S001660	467869	476093	-
BAT1_MOUSE	Q9QXA6	"b(0,+)-type amino acid transporter 1, b(0,+)AT1 (Glycoprotein-associated amino acid transporter b0,+AT1) (Solute carrier family 7 member 9)"	Slc7a9 Bat1	Mus musculus (Mouse)	GO:0005886; GO:0006865; GO:0015171; GO:0015175; GO:0015179; GO:0015184; GO:0015804; GO:0015811; GO:0016021; GO:0016324; GO:0031526; GO:0042605	OG0009237	KOHALENSIS	PARANIGRA	64.45699308	29.39029717	46.92364512	1.128849637	0.258762511	4.362492983	1.29E-05	8.57E-05	TRINITY_GG_30685_c3_g1_i46.p1	Lko057S001282	499207	630563	+
NA	NA	NA	NA	NA	NA	OG0008890	KOHALENSIS	PARANIGRA	494.5105259	369.1864741	431.8485	0.422216138	0.096821061	4.360788183	1.30E-05	8.63E-05	TRINITY_GG_29732_c0_g1_i17.p2	Lko057S000725	143364	145760	-
NA	NA	NA	NA	NA	NA	OG0010718	KOHALENSIS	PARANIGRA	352.1505721	676.4631148	514.3068435	-0.942091353	0.216119752	-4.359117312	1.31E-05	8.69E-05	TRINITY_GG_3522_c1_g1_i3.p1	Lko057S002939	224490	248731	+
NA	NA	NA	NA	NA	NA	OG0009766	KOHALENSIS	PARANIGRA	435.5909896	232.5261779	334.0585838	0.905988958	0.207891506	4.357989295	1.31E-05	8.73E-05	TRINITY_GG_32304_c1_g2_i1.p1	Lko057S000138	685521	689934	-
NA	NA	NA	NA	NA	NA	OG0007300	KOHALENSIS	PARANIGRA	276.9849111	376.9200952	326.9525032	-0.446606508	0.102525546	-4.356051022	1.32E-05	8.80E-05	TRINITY_GG_2435_c0_g1_i20.p1	Lko057S002157	97000	122104	+
NA	NA	NA	NA	NA	NA	OG0008969	KOHALENSIS	PARANIGRA	701.8631958	493.6971997	597.7801978	0.508377339	0.116799379	4.352568851	1.35E-05	8.93E-05	TRINITY_GG_29977_c0_g2_i9.p1	Lko057S002376	277395	369822	+
NA	NA	NA	NA	NA	NA	OG0007208	KOHALENSIS	PARANIGRA	77.65491382	46.17011385	61.91251384	0.757809703	0.174138519	4.351763807	1.35E-05	8.96E-05	TRINITY_GG_24098_c0_g2_i2.p1	Lko057S002293	237674	238435	+
