Orthogroup	lk	ln	lp	ls
OG0012600	TRINITY_GG_8531_c3_g1_i2.p1	TRINITY_GG_31687_c2_g1_i3.p1	TRINITY_GG_6747_c3_g1_i1.p1	TRINITY_GG_31488_c0_g1_i5.p1
OG0012601	TRINITY_GG_8540_c0_g1_i37.p1	TRINITY_GG_28361_c0_g2_i10.p1	TRINITY_GG_15515_c2_g1_i1.p1	TRINITY_GG_9572_c0_g2_i8.p1
OG0012602	TRINITY_GG_8540_c0_g1_i37.p3	TRINITY_GG_28361_c0_g1_i30.p2	TRINITY_GG_15515_c0_g1_i7.p1	TRINITY_GG_9572_c0_g1_i12.p1
OG0012603	TRINITY_GG_8540_c1_g1_i1.p1	TRINITY_GG_28361_c1_g1_i1.p1	TRINITY_GG_15515_c1_g1_i2.p1	TRINITY_GG_9572_c1_g1_i1.p1
OG0012604	TRINITY_GG_8554_c0_g1_i6.p2	TRINITY_GG_15330_c0_g1_i19.p2	TRINITY_GG_35336_c0_g1_i7.p2	TRINITY_GG_21292_c0_g1_i8.p2
OG0012605	TRINITY_GG_8554_c0_g1_i6.p1	TRINITY_GG_15330_c0_g1_i19.p1	TRINITY_GG_35336_c0_g1_i7.p1	TRINITY_GG_21292_c0_g1_i8.p1
OG0012606	TRINITY_GG_8557_c0_g1_i1.p1	TRINITY_GG_15321_c0_g1_i1.p1	TRINITY_GG_35338_c0_g1_i1.p1	TRINITY_GG_21282_c2_g1_i1.p1
OG0012607	TRINITY_GG_856_c0_g1_i1.p1	TRINITY_GG_28450_c0_g1_i10.p1	TRINITY_GG_31980_c1_g1_i9.p1	TRINITY_GG_23895_c0_g1_i2.p1
OG0012608	TRINITY_GG_8573_c1_g1_i2.p1	TRINITY_GG_18036_c1_g1_i3.p1	TRINITY_GG_25090_c1_g1_i3.p1	TRINITY_GG_25505_c1_g1_i7.p1
OG0012609	TRINITY_GG_8578_c0_g1_i4.p1	TRINITY_GG_24792_c0_g1_i2.p1	TRINITY_GG_10114_c1_g1_i13.p1	TRINITY_GG_5580_c1_g1_i4.p1
OG0012610	TRINITY_GG_8578_c1_g1_i5.p1	TRINITY_GG_24794_c0_g1_i5.p1	TRINITY_GG_10114_c0_g1_i1.p1	TRINITY_GG_5580_c0_g2_i2.p1
OG0012611	TRINITY_GG_8582_c0_g1_i9.p1	TRINITY_GG_17125_c0_g1_i17.p1	TRINITY_GG_11650_c0_g1_i6.p1	TRINITY_GG_30877_c0_g1_i3.p1
OG0012612	TRINITY_GG_8596_c0_g1_i9.p2	TRINITY_GG_18252_c0_g1_i40.p2	TRINITY_GG_1185_c0_g2_i15.p2	TRINITY_GG_14509_c0_g1_i18.p2
OG0012613	TRINITY_GG_8596_c0_g1_i9.p1	TRINITY_GG_18252_c0_g1_i40.p1	TRINITY_GG_1185_c0_g2_i15.p1	TRINITY_GG_14509_c0_g1_i18.p1
OG0012614	TRINITY_GG_8600_c0_g1_i3.p1	TRINITY_GG_14148_c0_g1_i1.p1	TRINITY_GG_23013_c5_g1_i1.p1	TRINITY_GG_27493_c4_g1_i1.p1
OG0012615	TRINITY_GG_8605_c0_g1_i38.p1	TRINITY_GG_11544_c1_g1_i26.p1	TRINITY_GG_366_c1_g1_i8.p1	TRINITY_GG_34088_c0_g1_i5.p1
OG0012616	TRINITY_GG_8605_c0_g2_i2.p1	TRINITY_GG_11544_c2_g3_i2.p1	TRINITY_GG_366_c5_g1_i1.p1	TRINITY_GG_34088_c4_g1_i4.p1
OG0012617	TRINITY_GG_8605_c1_g2_i1.p1	TRINITY_GG_11544_c8_g1_i3.p1	TRINITY_GG_366_c0_g1_i5.p1	TRINITY_GG_34088_c3_g1_i1.p1
OG0012618	TRINITY_GG_8605_c2_g1_i2.p1	TRINITY_GG_11544_c9_g1_i4.p1	TRINITY_GG_366_c2_g1_i1.p1	TRINITY_GG_34088_c1_g1_i9.p1
OG0012619	TRINITY_GG_860_c1_g1_i2.p1	TRINITY_GG_33342_c0_g1_i1.p1	TRINITY_GG_9200_c0_g1_i4.p1	TRINITY_GG_25147_c0_g1_i1.p1
OG0012620	TRINITY_GG_8614_c0_g1_i13.p1	TRINITY_GG_22037_c0_g1_i9.p1	TRINITY_GG_33409_c0_g1_i5.p1	TRINITY_GG_4395_c1_g1_i10.p1
OG0012621	TRINITY_GG_8617_c0_g1_i7.p1	TRINITY_GG_19847_c0_g1_i3.p1	TRINITY_GG_25125_c1_g2_i1.p1	TRINITY_GG_17374_c0_g1_i7.p1
OG0012622	TRINITY_GG_8621_c0_g1_i4.p1	TRINITY_GG_19847_c1_g1_i3.p1	TRINITY_GG_25125_c8_g2_i2.p1	TRINITY_GG_17374_c1_g1_i4.p1
OG0012623	TRINITY_GG_8622_c1_g1_i1.p1	TRINITY_GG_17297_c1_g1_i1.p1	TRINITY_GG_2008_c1_g1_i1.p1	TRINITY_GG_9515_c2_g1_i1.p1
OG0012624	TRINITY_GG_8625_c0_g1_i55.p3	TRINITY_GG_17292_c0_g1_i10.p3	TRINITY_GG_2007_c2_g5_i1.p2	TRINITY_GG_9528_c0_g1_i15.p3
OG0012625	TRINITY_GG_8625_c1_g1_i24.p1	TRINITY_GG_17292_c1_g1_i43.p1	TRINITY_GG_2007_c0_g1_i30.p1	TRINITY_GG_9528_c9_g1_i38.p1
OG0012626	TRINITY_GG_8625_c25_g1_i1.p1	TRINITY_GG_17292_c2_g1_i1.p1	TRINITY_GG_2006_c0_g1_i1.p1	TRINITY_GG_9528_c1_g1_i1.p1
OG0012627	TRINITY_GG_8635_c1_g1_i1.p1	TRINITY_GG_17290_c1_g1_i3.p1	TRINITY_GG_2007_c1_g1_i7.p1	TRINITY_GG_9515_c1_g1_i24.p1
OG0012628	TRINITY_GG_8641_c0_g1_i1.p1	TRINITY_GG_7417_c0_g1_i1.p1	TRINITY_GG_1524_c0_g2_i1.p1	TRINITY_GG_34789_c0_g1_i1.p1
OG0012629	TRINITY_GG_8645_c0_g1_i1.p1	TRINITY_GG_19349_c1_g1_i2.p1	TRINITY_GG_18923_c0_g1_i2.p1	TRINITY_GG_27005_c0_g2_i3.p1
OG0012630	TRINITY_GG_865_c0_g1_i299.p4	TRINITY_GG_20626_c0_g1_i8.p4	TRINITY_GG_10253_c0_g1_i216.p4	TRINITY_GG_25622_c0_g1_i70.p4
OG0012631	TRINITY_GG_865_c0_g1_i299.p2	TRINITY_GG_20626_c0_g1_i8.p1	TRINITY_GG_10253_c0_g1_i216.p1	TRINITY_GG_25622_c0_g1_i70.p1
OG0012632	TRINITY_GG_865_c1_g1_i24.p1	TRINITY_GG_20623_c1_g1_i3.p1	TRINITY_GG_10253_c3_g1_i6.p1	TRINITY_GG_25619_c0_g1_i5.p1
OG0012633	TRINITY_GG_870_c0_g1_i5.p1	TRINITY_GG_20623_c0_g1_i3.p1	TRINITY_GG_10253_c4_g1_i2.p1	TRINITY_GG_25617_c0_g1_i1.p1
OG0012634	TRINITY_GG_8720_c1_g1_i6.p1	TRINITY_GG_20845_c0_g1_i15.p1	TRINITY_GG_20142_c1_g1_i2.p1	TRINITY_GG_5443_c1_g1_i15.p1
OG0012635	TRINITY_GG_8722_c0_g1_i2.p1	TRINITY_GG_31250_c0_g1_i2.p1	TRINITY_GG_2822_c0_g1_i5.p1	TRINITY_GG_20381_c0_g1_i3.p1
OG0012636	TRINITY_GG_8722_c1_g1_i5.p1	TRINITY_GG_31250_c3_g1_i1.p1	TRINITY_GG_2824_c0_g2_i6.p1	TRINITY_GG_20381_c2_g1_i1.p1
OG0012637	TRINITY_GG_8722_c1_g3_i2.p1	TRINITY_GG_31249_c0_g1_i2.p1	TRINITY_GG_2823_c0_g1_i7.p1	TRINITY_GG_20382_c0_g1_i2.p1
OG0012638	TRINITY_GG_8723_c0_g1_i4.p1	TRINITY_GG_23434_c0_g1_i6.p1	TRINITY_GG_17085_c12_g1_i44.p1	TRINITY_GG_17832_c0_g1_i6.p1
OG0012639	TRINITY_GG_8723_c16_g1_i1.p1	TRINITY_GG_23434_c1_g1_i1.p1	TRINITY_GG_17085_c3_g1_i1.p1	TRINITY_GG_17832_c38_g1_i1.p1
OG0012640	TRINITY_GG_8723_c1_g1_i3.p1	TRINITY_GG_23434_c3_g1_i1.p1	TRINITY_GG_17085_c9_g1_i1.p1	TRINITY_GG_17832_c4_g2_i3.p1
OG0012641	TRINITY_GG_8723_c2_g1_i2.p2	TRINITY_GG_23434_c4_g2_i2.p1	TRINITY_GG_17085_c1_g1_i2.p1	TRINITY_GG_17832_c39_g1_i1.p1
OG0012642	TRINITY_GG_8723_c2_g1_i2.p1	TRINITY_GG_23434_c5_g1_i1.p1	TRINITY_GG_17085_c7_g1_i1.p1	TRINITY_GG_17832_c0_g1_i6.p2
OG0012643	TRINITY_GG_8730_c0_g1_i7.p2	TRINITY_GG_23429_c0_g2_i11.p2	TRINITY_GG_17085_c0_g1_i5.p2	TRINITY_GG_17832_c1_g1_i1.p2
OG0012644	TRINITY_GG_8733_c0_g1_i2.p1	TRINITY_GG_23431_c0_g1_i10.p1	TRINITY_GG_17086_c0_g1_i1.p1	TRINITY_GG_17830_c0_g1_i1.p1
OG0012645	TRINITY_GG_8733_c1_g2_i6.p1	TRINITY_GG_23433_c0_g1_i12.p1	TRINITY_GG_17085_c14_g1_i25.p1	TRINITY_GG_17831_c0_g2_i13.p1
OG0012646	TRINITY_GG_8749_c0_g1_i3.p1	TRINITY_GG_32043_c1_g1_i2.p1	TRINITY_GG_20340_c0_g1_i2.p1	TRINITY_GG_284_c3_g1_i1.p1
OG0012647	TRINITY_GG_8749_c1_g1_i4.p1	TRINITY_GG_32043_c0_g1_i5.p1	TRINITY_GG_20340_c1_g1_i6.p2	TRINITY_GG_284_c1_g1_i6.p1
OG0012648	TRINITY_GG_8749_c3_g1_i5.p1	TRINITY_GG_32043_c6_g1_i10.p1	TRINITY_GG_20340_c2_g1_i10.p1	TRINITY_GG_284_c0_g1_i8.p1
OG0012649	TRINITY_GG_8753_c0_g1_i1.p1	TRINITY_GG_9980_c5_g2_i2.p1	TRINITY_GG_13493_c4_g2_i1.p1	TRINITY_GG_11130_c0_g1_i2.p1
OG0012650	TRINITY_GG_8753_c2_g2_i1.p1	TRINITY_GG_9980_c7_g1_i1.p1	TRINITY_GG_13493_c1_g1_i1.p1	TRINITY_GG_11125_c0_g1_i1.p1
OG0012651	TRINITY_GG_8753_c4_g1_i1.p1	TRINITY_GG_9981_c0_g1_i2.p1	TRINITY_GG_13493_c0_g1_i1.p1	TRINITY_GG_11128_c1_g1_i1.p1
OG0012652	TRINITY_GG_8758_c0_g1_i1.p1	TRINITY_GG_5024_c2_g1_i2.p1	TRINITY_GG_9261_c0_g1_i2.p1	TRINITY_GG_32582_c0_g1_i1.p1
OG0012653	TRINITY_GG_8763_c0_g2_i3.p1	TRINITY_GG_5030_c0_g1_i3.p1	TRINITY_GG_9263_c0_g1_i4.p1	TRINITY_GG_32572_c1_g1_i5.p1
OG0012654	TRINITY_GG_8763_c0_g3_i2.p1	TRINITY_GG_5030_c2_g1_i1.p1	TRINITY_GG_9263_c2_g2_i11.p1	TRINITY_GG_32572_c4_g2_i1.p1
OG0012655	TRINITY_GG_8763_c0_g7_i1.p1	TRINITY_GG_5030_c3_g1_i16.p1	TRINITY_GG_9263_c2_g1_i11.p1	TRINITY_GG_32572_c3_g1_i4.p1
OG0012656	TRINITY_GG_8763_c1_g2_i9.p3	TRINITY_GG_5030_c1_g1_i31.p3	TRINITY_GG_9263_c1_g1_i11.p3	TRINITY_GG_32572_c5_g1_i93.p3
OG0012657	TRINITY_GG_8763_c1_g2_i9.p1	TRINITY_GG_5030_c1_g1_i31.p1	TRINITY_GG_9263_c1_g1_i11.p2	TRINITY_GG_32572_c5_g1_i93.p1
OG0012658	TRINITY_GG_8772_c0_g1_i17.p1	TRINITY_GG_25637_c0_g1_i21.p1	TRINITY_GG_12040_c0_g2_i15.p1	TRINITY_GG_13374_c0_g1_i60.p1
OG0012659	TRINITY_GG_8778_c0_g1_i15.p1	TRINITY_GG_21510_c0_g1_i19.p1	TRINITY_GG_15514_c10_g1_i13.p1	TRINITY_GG_28385_c0_g1_i14.p1
OG0012660	TRINITY_GG_8778_c1_g1_i3.p1	TRINITY_GG_21509_c3_g1_i1.p1	TRINITY_GG_15514_c5_g1_i2.p1	TRINITY_GG_28386_c7_g1_i1.p1
OG0012661	TRINITY_GG_8779_c0_g1_i96.p2	TRINITY_GG_21509_c0_g1_i16.p2	TRINITY_GG_15514_c1_g1_i20.p2	TRINITY_GG_28386_c1_g1_i31.p1
OG0012662	TRINITY_GG_8779_c0_g1_i96.p3	TRINITY_GG_21509_c0_g1_i16.p3	TRINITY_GG_15514_c1_g1_i20.p3	TRINITY_GG_28386_c1_g1_i31.p2
OG0012663	TRINITY_GG_8779_c1_g1_i19.p1	TRINITY_GG_21509_c2_g1_i6.p1	TRINITY_GG_15514_c2_g1_i31.p1	TRINITY_GG_28386_c0_g1_i87.p1
OG0012664	TRINITY_GG_8779_c4_g1_i1.p1	TRINITY_GG_21509_c4_g2_i1.p1	TRINITY_GG_15514_c8_g1_i1.p1	TRINITY_GG_28386_c3_g1_i2.p1
OG0012665	TRINITY_GG_8780_c0_g1_i11.p1	TRINITY_GG_19513_c1_g1_i12.p1	TRINITY_GG_3410_c0_g1_i32.p1	TRINITY_GG_4316_c1_g1_i12.p1
OG0012666	TRINITY_GG_8780_c1_g1_i9.p1	TRINITY_GG_19513_c0_g1_i9.p1	TRINITY_GG_3410_c2_g1_i4.p1	TRINITY_GG_4316_c0_g3_i1.p1
OG0012667	TRINITY_GG_8786_c2_g1_i1.p1	TRINITY_GG_30053_c0_g1_i1.p1	TRINITY_GG_4309_c0_g1_i1.p1	TRINITY_GG_21984_c0_g1_i1.p1
OG0012668	TRINITY_GG_8792_c1_g1_i1.p1	TRINITY_GG_23013_c0_g1_i2.p1	TRINITY_GG_8785_c2_g1_i1.p1	TRINITY_GG_14216_c3_g1_i2.p1
OG0012669	TRINITY_GG_8793_c0_g1_i3.p1	TRINITY_GG_23014_c1_g1_i1.p1	TRINITY_GG_8788_c2_g1_i1.p1	TRINITY_GG_14217_c2_g1_i2.p1
OG0012670	TRINITY_GG_8793_c1_g1_i1.p1	TRINITY_GG_23014_c0_g1_i11.p1	TRINITY_GG_8788_c0_g1_i40.p1	TRINITY_GG_14217_c1_g2_i7.p1
OG0012671	TRINITY_GG_8800_c0_g1_i4.p1	TRINITY_GG_31598_c0_g1_i15.p1	TRINITY_GG_9808_c0_g1_i37.p1	TRINITY_GG_31249_c0_g1_i31.p1
OG0012672	TRINITY_GG_8800_c0_g1_i4.p2	TRINITY_GG_31598_c0_g1_i15.p2	TRINITY_GG_9808_c0_g1_i37.p2	TRINITY_GG_31249_c0_g1_i31.p2
OG0012673	TRINITY_GG_8800_c1_g1_i1.p1	TRINITY_GG_31596_c0_g1_i21.p1	TRINITY_GG_9808_c2_g3_i6.p1	TRINITY_GG_31249_c7_g1_i11.p1
OG0012674	TRINITY_GG_8817_c0_g1_i2.p1	TRINITY_GG_31642_c1_g1_i1.p1	TRINITY_GG_23539_c0_g2_i1.p1	TRINITY_GG_7322_c0_g2_i1.p1
OG0012675	TRINITY_GG_8819_c1_g1_i9.p1	TRINITY_GG_31643_c0_g1_i46.p1	TRINITY_GG_23541_c0_g1_i3.p1	TRINITY_GG_7325_c0_g1_i5.p1
OG0012676	TRINITY_GG_8819_c1_g1_i9.p2	TRINITY_GG_31643_c0_g1_i46.p2	TRINITY_GG_23541_c0_g1_i3.p2	TRINITY_GG_7325_c0_g1_i5.p2
OG0012677	TRINITY_GG_8841_c0_g1_i3.p1	TRINITY_GG_9244_c0_g1_i8.p1	TRINITY_GG_26567_c0_g1_i6.p1	TRINITY_GG_30612_c0_g1_i1.p1
OG0012678	TRINITY_GG_8864_c0_g1_i9.p1	TRINITY_GG_29724_c0_g1_i3.p1	TRINITY_GG_1507_c0_g1_i4.p1	TRINITY_GG_6112_c0_g1_i1.p1
OG0012679	TRINITY_GG_8868_c0_g2_i2.p1	TRINITY_GG_24110_c0_g1_i1.p1	TRINITY_GG_9146_c0_g1_i3.p1	TRINITY_GG_5341_c0_g1_i5.p1
OG0012680	TRINITY_GG_88_c0_g1_i11.p2	TRINITY_GG_12783_c3_g1_i2.p2	TRINITY_GG_9691_c3_g2_i4.p2	TRINITY_GG_17924_c0_g1_i11.p3
OG0012681	TRINITY_GG_88_c0_g1_i11.p1	TRINITY_GG_12783_c3_g1_i2.p1	TRINITY_GG_9691_c3_g2_i4.p1	TRINITY_GG_17924_c0_g1_i11.p1
OG0012682	TRINITY_GG_88_c1_g1_i1.p1	TRINITY_GG_12783_c2_g1_i2.p1	TRINITY_GG_9691_c5_g1_i1.p1	TRINITY_GG_17926_c0_g1_i1.p1
OG0012683	TRINITY_GG_8909_c0_g1_i1.p1	TRINITY_GG_258_c0_g1_i2.p1	TRINITY_GG_29056_c0_g1_i3.p1	TRINITY_GG_35638_c0_g1_i1.p1
OG0012684	TRINITY_GG_8913_c0_g2_i1.p1	TRINITY_GG_261_c0_g2_i1.p1	TRINITY_GG_29058_c0_g1_i1.p1	TRINITY_GG_35626_c0_g1_i4.p1
OG0012685	TRINITY_GG_8948_c0_g1_i2.p1	TRINITY_GG_16045_c1_g2_i7.p1	TRINITY_GG_5847_c1_g1_i4.p1	TRINITY_GG_18340_c1_g1_i1.p1
OG0012686	TRINITY_GG_8952_c0_g1_i15.p1	TRINITY_GG_16045_c0_g1_i3.p2	TRINITY_GG_5847_c0_g1_i4.p1	TRINITY_GG_18340_c0_g1_i20.p2
OG0012687	TRINITY_GG_8965_c0_g1_i2.p1	TRINITY_GG_31595_c1_g1_i3.p1	TRINITY_GG_23451_c1_g1_i4.p1	TRINITY_GG_17227_c0_g1_i2.p1
OG0012688	TRINITY_GG_8965_c2_g1_i6.p3	TRINITY_GG_31595_c3_g1_i27.p3	TRINITY_GG_23451_c0_g1_i19.p2	TRINITY_GG_17227_c7_g1_i6.p1
OG0012689	TRINITY_GG_8965_c4_g1_i2.p1	TRINITY_GG_31595_c6_g2_i4.p1	TRINITY_GG_23451_c24_g3_i5.p1	TRINITY_GG_17227_c5_g1_i4.p1
OG0012690	TRINITY_GG_8965_c4_g1_i2.p2	TRINITY_GG_31595_c6_g2_i4.p2	TRINITY_GG_23451_c24_g3_i5.p2	TRINITY_GG_17227_c5_g1_i4.p2
OG0012691	TRINITY_GG_8965_c4_g2_i4.p3	TRINITY_GG_31595_c6_g1_i7.p3	TRINITY_GG_23451_c6_g1_i1.p3	TRINITY_GG_17227_c6_g1_i2.p3
OG0012692	TRINITY_GG_8965_c4_g2_i4.p1	TRINITY_GG_31595_c6_g1_i7.p1	TRINITY_GG_23451_c6_g1_i1.p1	TRINITY_GG_17227_c6_g1_i2.p1
OG0012693	TRINITY_GG_8965_c4_g2_i4.p2	TRINITY_GG_31595_c6_g1_i7.p2	TRINITY_GG_23451_c6_g1_i1.p2	TRINITY_GG_17227_c6_g1_i2.p2
OG0012694	TRINITY_GG_8969_c0_g1_i5.p1	TRINITY_GG_31589_c0_g1_i1.p1	TRINITY_GG_23447_c2_g1_i2.p1	TRINITY_GG_17235_c2_g1_i2.p1
OG0012695	TRINITY_GG_8969_c1_g1_i12.p1	TRINITY_GG_31589_c1_g1_i3.p1	TRINITY_GG_23447_c1_g1_i2.p1	TRINITY_GG_17235_c1_g1_i1.p1
OG0012696	TRINITY_GG_8969_c3_g1_i14.p1	TRINITY_GG_31589_c2_g1_i23.p1	TRINITY_GG_23447_c0_g1_i43.p1	TRINITY_GG_17235_c0_g1_i34.p1
OG0012697	TRINITY_GG_8969_c4_g1_i21.p1	TRINITY_GG_31589_c3_g1_i2.p1	TRINITY_GG_23447_c3_g1_i1.p1	TRINITY_GG_17235_c3_g1_i1.p1
OG0012698	TRINITY_GG_8977_c0_g1_i26.p1	TRINITY_GG_29618_c0_g1_i16.p1	TRINITY_GG_23961_c2_g1_i69.p1	TRINITY_GG_14222_c0_g2_i32.p1
OG0012699	TRINITY_GG_8977_c2_g1_i6.p1	TRINITY_GG_29624_c12_g1_i18.p1	TRINITY_GG_23961_c6_g2_i7.p1	TRINITY_GG_14226_c0_g1_i4.p1
OG0012700	TRINITY_GG_8977_c2_g1_i6.p2	TRINITY_GG_29624_c12_g1_i18.p2	TRINITY_GG_23961_c6_g2_i7.p4	TRINITY_GG_14226_c0_g1_i4.p2
OG0012702	TRINITY_GG_8977_c6_g1_i14.p1	TRINITY_GG_29624_c0_g1_i25.p1	TRINITY_GG_23961_c5_g1_i7.p1	TRINITY_GG_14224_c1_g1_i60.p1
OG0012703	TRINITY_GG_8978_c3_g1_i4.p1	TRINITY_GG_29622_c0_g1_i1.p1	TRINITY_GG_23960_c0_g1_i1.p1	TRINITY_GG_14225_c0_g1_i1.p1
OG0012704	TRINITY_GG_8980_c0_g1_i1.p1	TRINITY_GG_20203_c0_g2_i3.p1	TRINITY_GG_18900_c1_g1_i2.p1	TRINITY_GG_26454_c1_g1_i1.p1
OG0012705	TRINITY_GG_8981_c0_g1_i13.p1	TRINITY_GG_20203_c3_g1_i1.p1	TRINITY_GG_18900_c0_g2_i4.p1	TRINITY_GG_26453_c1_g1_i7.p1
OG0012706	TRINITY_GG_8990_c1_g1_i1.p1	TRINITY_GG_367_c6_g1_i1.p1	TRINITY_GG_18840_c10_g1_i1.p1	TRINITY_GG_7264_c0_g1_i1.p1
OG0012707	TRINITY_GG_89_c0_g1_i82.p4	TRINITY_GG_12784_c0_g1_i4.p3	TRINITY_GG_9687_c0_g1_i94.p2	TRINITY_GG_17920_c0_g2_i1.p1
OG0012708	TRINITY_GG_89_c0_g1_i82.p5	TRINITY_GG_12784_c0_g1_i4.p5	TRINITY_GG_9687_c0_g1_i94.p4	TRINITY_GG_17920_c0_g1_i26.p2
OG0012709	TRINITY_GG_89_c0_g1_i82.p1	TRINITY_GG_12784_c0_g1_i4.p1	TRINITY_GG_9687_c0_g1_i94.p1	TRINITY_GG_17920_c0_g1_i26.p1
OG0012710	TRINITY_GG_89_c0_g1_i82.p3	TRINITY_GG_12784_c0_g1_i4.p4	TRINITY_GG_9687_c0_g1_i94.p3	TRINITY_GG_17920_c2_g1_i9.p1
OG0012711	TRINITY_GG_89_c1_g1_i2.p1	TRINITY_GG_12784_c1_g1_i8.p1	TRINITY_GG_9687_c5_g1_i6.p1	TRINITY_GG_17920_c2_g1_i9.p2
OG0012712	TRINITY_GG_9005_c0_g1_i3.p1	TRINITY_GG_356_c0_g1_i1.p1	TRINITY_GG_18856_c0_g1_i1.p1	TRINITY_GG_7258_c0_g1_i1.p1
OG0012713	TRINITY_GG_900_c0_g1_i14.p1	TRINITY_GG_18774_c0_g1_i34.p1	TRINITY_GG_31751_c0_g1_i94.p1	TRINITY_GG_33303_c0_g1_i3.p1
OG0012715	TRINITY_GG_9011_c0_g1_i1.p1	TRINITY_GG_1803_c2_g2_i1.p1	TRINITY_GG_13007_c0_g1_i1.p1	TRINITY_GG_26229_c0_g2_i4.p1
OG0012716	TRINITY_GG_9027_c0_g1_i5.p1	TRINITY_GG_4506_c0_g1_i3.p1	TRINITY_GG_25783_c0_g1_i4.p1	TRINITY_GG_8220_c0_g1_i11.p1
OG0012717	TRINITY_GG_9027_c1_g1_i17.p1	TRINITY_GG_4506_c1_g1_i8.p1	TRINITY_GG_25783_c1_g1_i13.p1	TRINITY_GG_8220_c1_g1_i9.p1
OG0012718	TRINITY_GG_9027_c2_g1_i9.p1	TRINITY_GG_4506_c2_g1_i18.p1	TRINITY_GG_25783_c2_g1_i7.p1	TRINITY_GG_8220_c2_g1_i7.p1
OG0012719	TRINITY_GG_9030_c1_g1_i3.p1	TRINITY_GG_4513_c0_g1_i2.p1	TRINITY_GG_25778_c2_g1_i1.p1	TRINITY_GG_8234_c0_g1_i1.p1
OG0012720	TRINITY_GG_9030_c2_g1_i1.p1	TRINITY_GG_4513_c1_g1_i1.p1	TRINITY_GG_25778_c1_g1_i1.p1	TRINITY_GG_8234_c2_g1_i2.p1
OG0012721	TRINITY_GG_9030_c3_g1_i1.p1	TRINITY_GG_4513_c2_g1_i1.p1	TRINITY_GG_25778_c0_g1_i2.p1	TRINITY_GG_8234_c1_g1_i1.p1
OG0012722	TRINITY_GG_9035_c0_g1_i11.p1	TRINITY_GG_4511_c0_g1_i4.p1	TRINITY_GG_25773_c0_g1_i7.p1	TRINITY_GG_8215_c0_g2_i19.p1
OG0012723	TRINITY_GG_9040_c0_g1_i1.p1	TRINITY_GG_28273_c2_g1_i8.p1	TRINITY_GG_20999_c0_g2_i7.p1	TRINITY_GG_18164_c0_g1_i8.p1
OG0012724	TRINITY_GG_9040_c15_g1_i3.p1	TRINITY_GG_28273_c9_g1_i1.p1	TRINITY_GG_20997_c3_g1_i1.p1	TRINITY_GG_18157_c14_g1_i2.p1
OG0012725	TRINITY_GG_9040_c1_g1_i18.p1	TRINITY_GG_28273_c1_g1_i4.p1	TRINITY_GG_20999_c1_g1_i33.p1	TRINITY_GG_18164_c1_g1_i7.p1
OG0012726	TRINITY_GG_9040_c33_g3_i2.p2	TRINITY_GG_28273_c55_g1_i1.p3	TRINITY_GG_20997_c1_g1_i8.p2	TRINITY_GG_18157_c3_g1_i2.p3
OG0012727	TRINITY_GG_9040_c33_g3_i2.p1	TRINITY_GG_28273_c55_g1_i1.p2	TRINITY_GG_20997_c1_g1_i8.p1	TRINITY_GG_18157_c3_g1_i2.p2
OG0012728	TRINITY_GG_9043_c0_g1_i1.p1	TRINITY_GG_28272_c1_g1_i1.p1	TRINITY_GG_20998_c0_g1_i1.p1	TRINITY_GG_18160_c0_g1_i1.p1
OG0012729	TRINITY_GG_904_c0_g1_i46.p1	TRINITY_GG_22712_c1_g1_i2.p1	TRINITY_GG_549_c0_g1_i1.p1	TRINITY_GG_31403_c0_g1_i33.p1
OG0012730	TRINITY_GG_904_c1_g1_i20.p1	TRINITY_GG_22712_c0_g2_i3.p1	TRINITY_GG_549_c4_g1_i1.p1	TRINITY_GG_31403_c1_g1_i3.p1
OG0012731	TRINITY_GG_9050_c0_g1_i9.p1	TRINITY_GG_16744_c1_g1_i7.p1	TRINITY_GG_22252_c1_g1_i5.p1	TRINITY_GG_29366_c0_g1_i2.p1
OG0012732	TRINITY_GG_9051_c0_g1_i1.p1	TRINITY_GG_16743_c0_g1_i2.p1	TRINITY_GG_22256_c0_g1_i1.p1	TRINITY_GG_29365_c0_g1_i2.p1
OG0012733	TRINITY_GG_9062_c0_g1_i28.p1	TRINITY_GG_2437_c0_g1_i1.p1	TRINITY_GG_25033_c0_g1_i6.p1	TRINITY_GG_20066_c0_g1_i6.p1
OG0012734	TRINITY_GG_9066_c0_g1_i1.p1	TRINITY_GG_2432_c0_g1_i4.p1	TRINITY_GG_25037_c0_g1_i3.p1	TRINITY_GG_20070_c0_g1_i2.p1
OG0012735	TRINITY_GG_9068_c0_g1_i3.p1	TRINITY_GG_2437_c1_g2_i3.p1	TRINITY_GG_25034_c0_g1_i17.p1	TRINITY_GG_20064_c0_g1_i1.p1
OG0012736	TRINITY_GG_9070_c3_g1_i1.p3	TRINITY_GG_7528_c0_g1_i2.p2	TRINITY_GG_12805_c14_g1_i1.p3	TRINITY_GG_14008_c3_g1_i1.p2
OG0012737	TRINITY_GG_9079_c0_g1_i1.p1	TRINITY_GG_8191_c1_g1_i1.p1	TRINITY_GG_28656_c0_g1_i1.p1	TRINITY_GG_31291_c1_g1_i1.p1
OG0012738	TRINITY_GG_907_c1_g1_i7.p7	TRINITY_GG_1206_c0_g1_i11.p7	TRINITY_GG_20509_c1_g1_i46.p4	TRINITY_GG_8849_c0_g1_i179.p4
