Orthogroup	kohalensis	neospisa	paranigra	spisa	termite
OG0007492	TRINITY_GG_4960_c0_g2_i3.p1	TRINITY_GG_24257_c0_g1_i8.p1	TRINITY_GG_370_c0_g1_i8.p1	TRINITY_GG_5208_c0_g1_i31.p1	A0A067R910|unreviewed|Aa_trans
OG0007493	TRINITY_GG_4960_c1_g1_i1.p3	TRINITY_GG_24257_c1_g1_i36.p2	TRINITY_GG_370_c1_g1_i13.p3	TRINITY_GG_5208_c1_g1_i4.p2	A0A067QZM4|unreviewed|Ankyrin
OG0007494	TRINITY_GG_4960_c1_g1_i1.p2	TRINITY_GG_24257_c1_g1_i36.p1	TRINITY_GG_370_c1_g1_i13.p2	TRINITY_GG_5208_c1_g1_i4.p1	A0A067R932|unreviewed|DAGKc
OG0007495	TRINITY_GG_4964_c0_g1_i6.p1	TRINITY_GG_27966_c2_g1_i16.p1	TRINITY_GG_27640_c1_g1_i8.p1	TRINITY_GG_15678_c1_g1_i7.p1	A0A067RKW5|unreviewed|CHK
OG0007496	TRINITY_GG_4964_c0_g1_i6.p2	TRINITY_GG_27966_c2_g1_i16.p2	TRINITY_GG_27640_c1_g1_i8.p2	TRINITY_GG_15678_c1_g1_i7.p2	A0A067RNE6|unreviewed|Glucosamine-6-phosphate
OG0007497	TRINITY_GG_4964_c1_g1_i55.p2	TRINITY_GG_27966_c0_g1_i43.p1	TRINITY_GG_27640_c0_g1_i12.p1	TRINITY_GG_15678_c2_g1_i20.p1	A0A067R2L2|unreviewed|Deoxyribonuclease-2-alpha|taxID_136037
OG0007498	TRINITY_GG_4964_c1_g1_i55.p1	TRINITY_GG_27966_c0_g1_i43.p2	TRINITY_GG_27640_c0_g1_i12.p2	TRINITY_GG_15678_c2_g1_i20.p2	A0A067QXX6|unreviewed|Rhomboid
OG0007499	TRINITY_GG_4967_c0_g1_i2.p1	TRINITY_GG_27968_c0_g1_i2.p1	TRINITY_GG_27640_c3_g1_i2.p1	TRINITY_GG_15678_c3_g1_i1.p1	A0A067RDJ9|unreviewed|ADP-ribosylation
OG0007500	TRINITY_GG_496_c0_g1_i7.p2	TRINITY_GG_31711_c0_g1_i8.p2	TRINITY_GG_12826_c0_g2_i15.p2	TRINITY_GG_5552_c1_g1_i4.p2	A0A067RQQ6|unreviewed|4a-hydroxytetrahydrobiopterin
OG0007501	TRINITY_GG_496_c0_g1_i7.p1	TRINITY_GG_31711_c0_g1_i8.p1	TRINITY_GG_12826_c0_g2_i15.p1	TRINITY_GG_5552_c1_g1_i4.p1	A0A067RT28|unreviewed|DNA-directed
OG0007502	TRINITY_GG_496_c3_g1_i7.p1	TRINITY_GG_31709_c0_g1_i8.p1	TRINITY_GG_12826_c0_g1_i1.p1	TRINITY_GG_5552_c0_g1_i2.p1	A0A067QTL0|unreviewed|Kinesin
OG0007504	TRINITY_GG_4972_c1_g1_i17.p1	TRINITY_GG_27969_c1_g1_i1.p1	TRINITY_GG_27634_c1_g1_i1.p1	TRINITY_GG_15674_c0_g1_i7.p1	A0A067QWD6|unreviewed|Uncharacterized
OG0007505	TRINITY_GG_4972_c3_g1_i8.p1	TRINITY_GG_27969_c2_g1_i2.p1	TRINITY_GG_27634_c4_g1_i5.p1	TRINITY_GG_15681_c0_g1_i5.p1	A0A067R898|unreviewed|Uncharacterized
OG0007506	TRINITY_GG_4972_c5_g1_i4.p1	TRINITY_GG_27965_c4_g1_i4.p1	TRINITY_GG_27634_c6_g1_i7.p1	TRINITY_GG_15674_c4_g1_i5.p1	A0A067QQA7|unreviewed|Histone-lysine
OG0007508	TRINITY_GG_4978_c3_g1_i6.p1	TRINITY_GG_32158_c2_g1_i5.p1	TRINITY_GG_8976_c3_g1_i26.p1	TRINITY_GG_3176_c11_g1_i6.p1	A0A067QY47|unreviewed|GuKc
OG0007510	TRINITY_GG_4997_c0_g1_i1.p1	TRINITY_GG_13193_c4_g1_i3.p1	TRINITY_GG_21053_c2_g3_i1.p1	TRINITY_GG_512_c1_g1_i3.p1	A0A067R1D5|unreviewed|Dihydrolipoyl
OG0007511	TRINITY_GG_4998_c0_g1_i1.p1	TRINITY_GG_13188_c0_g1_i1.p1	TRINITY_GG_21059_c5_g1_i2.p1	TRINITY_GG_518_c3_g2_i2.p1	A0A067QV73|unreviewed|Ribosome
OG0007512	TRINITY_GG_4998_c1_g1_i4.p1	TRINITY_GG_13193_c2_g1_i17.p1	TRINITY_GG_21059_c1_g1_i7.p1	TRINITY_GG_510_c0_g1_i11.p1	A0A067RSK0|unreviewed|JmjC
OG0007513	TRINITY_GG_4998_c2_g1_i5.p1	TRINITY_GG_13187_c5_g1_i4.p1	TRINITY_GG_21059_c3_g1_i2.p1	TRINITY_GG_518_c2_g1_i11.p1	A0A067R1R6|unreviewed|Retinoic
OG0007514	TRINITY_GG_4998_c5_g1_i1.p1	TRINITY_GG_13187_c1_g1_i4.p1	TRINITY_GG_21059_c4_g1_i1.p1	TRINITY_GG_514_c0_g1_i1.p1	A0A067QRS1|unreviewed|Hexosyltransferase|taxID_136037
OG0007515	TRINITY_GG_4998_c6_g1_i15.p1	TRINITY_GG_13193_c3_g1_i7.p1	TRINITY_GG_21053_c1_g1_i22.p1	TRINITY_GG_512_c0_g1_i17.p1	A0A067RA06|unreviewed|Cnd1
OG0007516	TRINITY_GG_4998_c7_g1_i5.p1	TRINITY_GG_13193_c0_g1_i8.p1	TRINITY_GG_21053_c0_g2_i6.p1	TRINITY_GG_509_c0_g1_i1.p1	A0A067QQI2|unreviewed|Aromatic-L-amino-acid
OG0007517	TRINITY_GG_5003_c1_g1_i2.p1	TRINITY_GG_13190_c2_g1_i14.p1	TRINITY_GG_21060_c6_g1_i1.p1	TRINITY_GG_519_c1_g2_i8.p1	A0A067QJ61|unreviewed|Uncharacterized
OG0007518	TRINITY_GG_5003_c3_g1_i2.p1	TRINITY_GG_13190_c8_g1_i3.p1	TRINITY_GG_21060_c5_g2_i3.p1	TRINITY_GG_519_c4_g1_i1.p1	A0A067REW2|unreviewed|Uroporphyrinogen
OG0007519	TRINITY_GG_5003_c4_g1_i3.p1	TRINITY_GG_13190_c3_g1_i2.p1	TRINITY_GG_21060_c2_g1_i2.p1	TRINITY_GG_519_c1_g1_i1.p1	A0A067RMY4|unreviewed|U8
OG0007520	TRINITY_GG_5003_c5_g1_i3.p1	TRINITY_GG_13190_c4_g1_i3.p1	TRINITY_GG_21060_c3_g1_i7.p1	TRINITY_GG_519_c3_g1_i7.p1	A0A067RRI8|unreviewed|Coatomer
OG0007521	TRINITY_GG_5009_c0_g1_i6.p1	TRINITY_GG_10891_c0_g1_i1.p1	TRINITY_GG_26280_c0_g1_i5.p1	TRINITY_GG_14398_c0_g1_i1.p1	A0A067QNV2|unreviewed|Lipid_desat
OG0007522	TRINITY_GG_5009_c1_g1_i7.p1	TRINITY_GG_10892_c0_g1_i10.p1	TRINITY_GG_26279_c0_g1_i1.p1	TRINITY_GG_14409_c0_g1_i1.p1	A0A067RCK8|unreviewed|Intraflagellar
OG0007523	TRINITY_GG_5009_c4_g1_i11.p1	TRINITY_GG_10891_c1_g1_i6.p1	TRINITY_GG_26280_c2_g1_i10.p1	TRINITY_GG_14398_c13_g2_i3.p1	A0A067RDU1|unreviewed|Ribulose-phosphate
OG0007524	TRINITY_GG_5009_c4_g1_i11.p2	TRINITY_GG_10891_c1_g1_i6.p2	TRINITY_GG_26280_c2_g1_i10.p2	TRINITY_GG_14398_c13_g2_i3.p2	A0A067QYK7|unreviewed|RNA
OG0007525	TRINITY_GG_5009_c4_g2_i3.p1	TRINITY_GG_10891_c4_g1_i1.p1	TRINITY_GG_26280_c2_g2_i1.p1	TRINITY_GG_14398_c12_g1_i4.p1	A0A067R7T2|unreviewed|CCHC-type
OG0007526	TRINITY_GG_5009_c5_g2_i5.p1	TRINITY_GG_10891_c5_g1_i3.p3	TRINITY_GG_26280_c3_g1_i2.p1	TRINITY_GG_14398_c1_g1_i1.p1	A0A067R679|unreviewed|Transcription
OG0007527	TRINITY_GG_5009_c6_g1_i6.p1	TRINITY_GG_10891_c9_g1_i18.p1	TRINITY_GG_26280_c35_g1_i16.p1	TRINITY_GG_14398_c2_g2_i19.p1	A0A067QYK4|unreviewed|KH
OG0007528	TRINITY_GG_5009_c7_g1_i1.p1	TRINITY_GG_10891_c3_g1_i3.p1	TRINITY_GG_26280_c4_g2_i2.p1	TRINITY_GG_14398_c4_g1_i9.p1	A0A067QZB1|unreviewed|DEUBAD
OG0007529	TRINITY_GG_5009_c8_g1_i1.p1	TRINITY_GG_10891_c6_g2_i1.p1	TRINITY_GG_26279_c1_g1_i1.p1	TRINITY_GG_14407_c0_g1_i1.p1	A0A067RQL3|unreviewed|CULLIN_2
OG0007530	TRINITY_GG_500_c1_g1_i1.p1	TRINITY_GG_31715_c1_g2_i1.p1	TRINITY_GG_12826_c4_g1_i1.p1	TRINITY_GG_5555_c1_g1_i4.p1	A0A067QS42|unreviewed|Innexin|taxID_136037
OG0007531	TRINITY_GG_5013_c0_g1_i1.p1	TRINITY_GG_10885_c0_g1_i1.p1	TRINITY_GG_26283_c0_g1_i1.p1	TRINITY_GG_14399_c1_g1_i1.p1	A0A067QU30|unreviewed|Pro-resilin|taxID_136037
OG0007533	TRINITY_GG_5025_c0_g1_i3.p1	TRINITY_GG_24046_c0_g1_i6.p1	TRINITY_GG_30134_c0_g1_i2.p1	TRINITY_GG_5293_c0_g1_i1.p1	A0A067R9X3|unreviewed|Ubiquitin
OG0007534	TRINITY_GG_5031_c2_g1_i15.p1	TRINITY_GG_6780_c0_g1_i6.p1	TRINITY_GG_18905_c4_g1_i3.p1	TRINITY_GG_12212_c3_g1_i4.p1	A0A067RMG1|unreviewed|Uncharacterized
OG0007535	TRINITY_GG_5031_c3_g1_i1.p1	TRINITY_GG_6780_c1_g1_i17.p1	TRINITY_GG_18905_c5_g1_i12.p1	TRINITY_GG_12212_c4_g1_i49.p1	A0A067QVW4|unreviewed|ZZ-type
OG0007536	TRINITY_GG_5031_c3_g1_i1.p2	TRINITY_GG_6780_c1_g1_i17.p4	TRINITY_GG_18905_c5_g1_i12.p2	TRINITY_GG_12212_c4_g1_i49.p2	A0A067QT37|unreviewed|Dihydropteridine
OG0007537	TRINITY_GG_5031_c4_g1_i6.p1	TRINITY_GG_6780_c2_g1_i2.p1	TRINITY_GG_18905_c21_g1_i5.p1	TRINITY_GG_12212_c7_g1_i7.p1	A0A067RCZ2|unreviewed|TM2
OG0007538	TRINITY_GG_5031_c5_g1_i7.p1	TRINITY_GG_6782_c1_g1_i33.p2	TRINITY_GG_18905_c2_g2_i24.p2	TRINITY_GG_12212_c2_g1_i11.p1	A0A067QIX5|unreviewed|Uncharacterized
OG0007539	TRINITY_GG_5031_c5_g1_i7.p2	TRINITY_GG_6782_c1_g1_i33.p3	TRINITY_GG_18905_c2_g2_i24.p3	TRINITY_GG_12212_c2_g1_i11.p2	A0A067QL13|unreviewed|Uncharacterized
OG0007540	TRINITY_GG_5031_c8_g1_i1.p1	TRINITY_GG_6782_c30_g1_i3.p1	TRINITY_GG_18905_c7_g1_i5.p1	TRINITY_GG_12212_c9_g1_i4.p1	A0A067RF05|unreviewed|Cas1_AcylT
OG0007541	TRINITY_GG_5039_c3_g1_i1.p1	TRINITY_GG_32951_c8_g2_i1.p1	TRINITY_GG_5887_c7_g1_i1.p1	TRINITY_GG_27190_c4_g1_i4.p1	A0A067RH27|unreviewed|ABC
OG0007542	TRINITY_GG_5052_c0_g2_i5.p1	TRINITY_GG_19004_c1_g1_i11.p1	TRINITY_GG_19465_c2_g1_i18.p1	TRINITY_GG_24548_c2_g1_i8.p1	A0A067RDT9|unreviewed|Uncharacterized
OG0007544	TRINITY_GG_5054_c2_g1_i1.p1	TRINITY_GG_19007_c2_g1_i3.p1	TRINITY_GG_19461_c3_g1_i5.p1	TRINITY_GG_24546_c2_g1_i2.p1	A0A067RGE3|unreviewed|Protein
OG0007545	TRINITY_GG_5057_c0_g2_i3.p1	TRINITY_GG_19011_c0_g1_i12.p1	TRINITY_GG_19467_c0_g2_i2.p1	TRINITY_GG_24549_c0_g1_i8.p1	A0A067R6Z0|unreviewed|Protein
OG0007546	TRINITY_GG_5058_c1_g4_i2.p1	TRINITY_GG_19004_c2_g1_i1.p1	TRINITY_GG_19465_c0_g1_i2.p1	TRINITY_GG_24548_c0_g1_i1.p1	A0A067R6Z3|unreviewed|AAA
OG0007547	TRINITY_GG_5092_c4_g1_i3.p1	TRINITY_GG_32554_c2_g1_i2.p1	TRINITY_GG_33852_c23_g1_i3.p1	TRINITY_GG_23323_c2_g1_i1.p1	A0A067QQE2|unreviewed|MFS
OG0007548	TRINITY_GG_5096_c3_g1_i5.p1	TRINITY_GG_32556_c0_g1_i8.p1	TRINITY_GG_33856_c2_g1_i2.p1	TRINITY_GG_23325_c4_g1_i3.p1	A0A067RAV8|unreviewed|BZIP
OG0007549	TRINITY_GG_509_c3_g2_i1.p1	TRINITY_GG_31913_c3_g1_i2.p1	TRINITY_GG_6722_c2_g1_i1.p1	TRINITY_GG_9495_c1_g2_i8.p2	A0A067RJU3|unreviewed|Ribonuclease|taxID_136037
OG0007550	TRINITY_GG_5101_c0_g1_i10.p1	TRINITY_GG_17956_c0_g1_i7.p1	TRINITY_GG_24339_c0_g1_i6.p1	TRINITY_GG_3559_c1_g1_i10.p1	A0A067R178|unreviewed|TAFII55_N
OG0007551	TRINITY_GG_5101_c0_g1_i10.p2	TRINITY_GG_17956_c0_g1_i7.p2	TRINITY_GG_24339_c0_g1_i6.p2	TRINITY_GG_3559_c1_g1_i10.p2	A0A067QZ55|unreviewed|L-seryl-tRNA_Sec_
OG0007552	TRINITY_GG_5101_c1_g2_i2.p1	TRINITY_GG_17956_c1_g1_i2.p1	TRINITY_GG_24338_c0_g1_i5.p1	TRINITY_GG_3559_c0_g1_i8.p1	A0A067RFY1|unreviewed|Uncharacterized
OG0007553	TRINITY_GG_5103_c1_g1_i2.p2	TRINITY_GG_17959_c1_g1_i11.p2	TRINITY_GG_24333_c1_g1_i10.p2	TRINITY_GG_3562_c1_g1_i2.p2	A0A067R7X5|unreviewed|Carbohydrate
OG0007554	TRINITY_GG_5106_c0_g1_i5.p1	TRINITY_GG_3824_c0_g1_i1.p1	TRINITY_GG_9862_c0_g4_i3.p1	TRINITY_GG_33146_c0_g1_i5.p1	A0A067RQR0|unreviewed|[Histone
OG0007555	TRINITY_GG_5128_c0_g1_i3.p1	TRINITY_GG_15146_c1_g1_i10.p1	TRINITY_GG_20049_c4_g1_i18.p1	TRINITY_GG_9259_c2_g1_i1.p1	A0A067RHM2|unreviewed|40S
OG0007556	TRINITY_GG_5128_c1_g1_i1.p1	TRINITY_GG_15146_c2_g1_i1.p1	TRINITY_GG_20049_c3_g1_i1.p1	TRINITY_GG_9259_c0_g2_i2.p1	A0A067QWM7|unreviewed|ZP
OG0007557	TRINITY_GG_5129_c1_g1_i12.p1	TRINITY_GG_15143_c0_g2_i3.p1	TRINITY_GG_20049_c2_g1_i41.p1	TRINITY_GG_9259_c3_g1_i18.p1	A0A067QQI1|unreviewed|Innexin|taxID_136037
OG0007558	TRINITY_GG_5210_c0_g1_i60.p1	TRINITY_GG_12885_c0_g1_i71.p2	TRINITY_GG_22489_c0_g1_i118.p2	TRINITY_GG_24733_c0_g1_i76.p1	A0A067QFJ2|unreviewed|Protein
OG0007559	TRINITY_GG_5210_c0_g1_i60.p3	TRINITY_GG_12885_c0_g1_i71.p4	TRINITY_GG_22489_c0_g1_i118.p4	TRINITY_GG_24733_c0_g1_i76.p2	A0A067QQB9|unreviewed|Axonemal
OG0007560	TRINITY_GG_5220_c0_g1_i1.p1	TRINITY_GG_12885_c1_g1_i17.p1	TRINITY_GG_22489_c2_g1_i13.p1	TRINITY_GG_24748_c5_g1_i10.p1	A0A067QUL7|unreviewed|C-myc
OG0007562	TRINITY_GG_5235_c0_g2_i1.p1	TRINITY_GG_28991_c0_g2_i3.p1	TRINITY_GG_31957_c1_g1_i7.p1	TRINITY_GG_3477_c0_g1_i13.p1	A0A067QUA0|unreviewed|Coatomer
OG0007565	TRINITY_GG_5258_c0_g1_i1.p1	TRINITY_GG_4928_c2_g1_i1.p2	TRINITY_GG_26248_c2_g1_i5.p2	TRINITY_GG_18886_c15_g1_i2.p1	A0A067RAI0|unreviewed|G_PROTEIN_RECEP_F1_2
OG0007566	TRINITY_GG_5258_c5_g6_i1.p1	TRINITY_GG_4928_c2_g1_i1.p1	TRINITY_GG_26248_c2_g1_i5.p1	TRINITY_GG_18886_c1_g1_i1.p1	A0A067R8G2|unreviewed|Transferrin|taxID_136037
OG0007567	TRINITY_GG_5279_c0_g1_i6.p2	TRINITY_GG_16582_c2_g2_i2.p1	TRINITY_GG_14510_c5_g2_i16.p1	TRINITY_GG_15827_c34_g2_i4.p2	A0A067R8H9|unreviewed|RWD
OG0007568	TRINITY_GG_5279_c0_g1_i6.p3	TRINITY_GG_16582_c3_g1_i5.p4	TRINITY_GG_14510_c5_g2_i16.p5	TRINITY_GG_15827_c34_g2_i4.p3	A0A067R5W3|unreviewed|60S
OG0007569	TRINITY_GG_5279_c2_g1_i19.p1	TRINITY_GG_16582_c1_g1_i20.p1	TRINITY_GG_14510_c0_g1_i105.p1	TRINITY_GG_15827_c0_g1_i9.p1	A0A067QW90|unreviewed|WD
OG0007570	TRINITY_GG_5279_c2_g1_i19.p2	TRINITY_GG_16582_c1_g1_i20.p2	TRINITY_GG_14510_c0_g1_i105.p2	TRINITY_GG_15827_c0_g1_i9.p2	A0A067RJ52|unreviewed|N-acetylgalactosamine
OG0007571	TRINITY_GG_5279_c35_g1_i6.p1	TRINITY_GG_16582_c3_g1_i5.p2	TRINITY_GG_14510_c5_g2_i16.p3	TRINITY_GG_15827_c6_g1_i1.p1	A0A067R5J3|unreviewed|Transmembrane
OG0007572	TRINITY_GG_5279_c4_g2_i5.p1	TRINITY_GG_16582_c2_g1_i13.p1	TRINITY_GG_14510_c2_g1_i20.p2	TRINITY_GG_15827_c5_g3_i2.p1	A0A067RIW4|unreviewed|Uncharacterized
OG0007573	TRINITY_GG_5285_c3_g1_i1.p1	TRINITY_GG_21515_c3_g1_i2.p1	TRINITY_GG_10015_c2_g1_i9.p1	TRINITY_GG_10140_c2_g1_i1.p1	A0A067QWG1|unreviewed|15-hydroxyprostaglandin
OG0007574	TRINITY_GG_5294_c0_g1_i2.p1	TRINITY_GG_16318_c0_g1_i2.p1	TRINITY_GG_25301_c0_g1_i1.p1	TRINITY_GG_32113_c0_g1_i1.p1	A0A067QY72|unreviewed|Galectin|taxID_136037
OG0007575	TRINITY_GG_5297_c0_g1_i2.p1	TRINITY_GG_16321_c0_g1_i1.p1	TRINITY_GG_25310_c1_g1_i1.p1	TRINITY_GG_32109_c1_g1_i1.p1	A0A067QV37|unreviewed|HMG
OG0007576	TRINITY_GG_5313_c1_g1_i1.p1	TRINITY_GG_9960_c3_g1_i2.p1	TRINITY_GG_30074_c1_g1_i1.p1	TRINITY_GG_3994_c0_g1_i1.p1	A0A067QT97|unreviewed|HIG1
OG0007577	TRINITY_GG_5313_c3_g1_i3.p1	TRINITY_GG_9960_c0_g1_i1.p1	TRINITY_GG_30074_c0_g1_i1.p1	TRINITY_GG_3990_c0_g1_i2.p1	A0A067QXM8|unreviewed|Cleavage
OG0007578	TRINITY_GG_5314_c0_g1_i1.p1	TRINITY_GG_9960_c1_g1_i2.p1	TRINITY_GG_30069_c0_g1_i1.p1	TRINITY_GG_3989_c0_g1_i1.p1	A0A067R2J9|unreviewed|Kazal-type
OG0007579	TRINITY_GG_5314_c1_g1_i5.p1	TRINITY_GG_9963_c0_g1_i11.p1	TRINITY_GG_30071_c0_g1_i5.p1	TRINITY_GG_3996_c0_g1_i4.p1	A0A067QVM0|unreviewed|Prominin-1-A|taxID_136037
OG0007580	TRINITY_GG_5321_c0_g1_i21.p1	TRINITY_GG_18202_c0_g1_i6.p1	TRINITY_GG_21691_c1_g1_i8.p1	TRINITY_GG_411_c0_g1_i12.p1	A0A067RC06|unreviewed|ERCC4
OG0007581	TRINITY_GG_5330_c0_g1_i1.p1	TRINITY_GG_28844_c0_g1_i2.p1	TRINITY_GG_11623_c0_g1_i1.p1	TRINITY_GG_14433_c0_g2_i4.p1	A0A067RB43|unreviewed|Protein
OG0007582	TRINITY_GG_5337_c0_g2_i6.p1	TRINITY_GG_27347_c1_g1_i38.p1	TRINITY_GG_12760_c1_g1_i17.p2	TRINITY_GG_8948_c0_g1_i18.p1	A0A067R9F9|unreviewed|PPM-type
OG0007583	TRINITY_GG_5337_c4_g1_i22.p1	TRINITY_GG_27347_c0_g1_i44.p1	TRINITY_GG_12760_c0_g1_i19.p1	TRINITY_GG_8954_c0_g1_i12.p1	A0A067RBI4|unreviewed|Troponin
OG0007584	TRINITY_GG_5337_c7_g1_i7.p1	TRINITY_GG_27347_c7_g1_i3.p1	TRINITY_GG_12760_c4_g1_i3.p1	TRINITY_GG_8954_c3_g1_i5.p1	A0A067QJA9|unreviewed|HEAT
OG0007585	TRINITY_GG_5341_c0_g2_i1.p1	TRINITY_GG_27349_c0_g3_i1.p1	TRINITY_GG_12756_c2_g1_i2.p1	TRINITY_GG_8956_c0_g1_i1.p1	A0A067RS15|unreviewed|G_PROTEIN_RECEP_F1_2
OG0007586	TRINITY_GG_5341_c1_g2_i1.p1	TRINITY_GG_27349_c1_g1_i4.p1	TRINITY_GG_12756_c0_g1_i3.p1	TRINITY_GG_8956_c1_g2_i3.p1	A0A067RBT1|unreviewed|Calmodulin|taxID_136037
OG0007587	TRINITY_GG_5361_c1_g2_i2.p1	TRINITY_GG_1931_c3_g1_i6.p1	TRINITY_GG_8817_c0_g2_i3.p1	TRINITY_GG_34956_c1_g2_i5.p1	A0A067RUM4|unreviewed|Lipase
OG0007589	TRINITY_GG_5380_c3_g1_i44.p2	TRINITY_GG_887_c1_g1_i37.p1	TRINITY_GG_2923_c2_g1_i21.p2	TRINITY_GG_17382_c2_g1_i19.p2	A0A067R9J9|unreviewed|Transmembrane
OG0007590	TRINITY_GG_5380_c3_g1_i44.p3	TRINITY_GG_887_c1_g1_i37.p4	TRINITY_GG_2923_c2_g1_i21.p3	TRINITY_GG_17382_c2_g1_i19.p3	A0A067QXN8|unreviewed|Neuroguidin|taxID_136037
OG0007591	TRINITY_GG_5380_c47_g1_i1.p1	TRINITY_GG_887_c36_g1_i1.p2	TRINITY_GG_2923_c4_g1_i2.p2	TRINITY_GG_17382_c3_g1_i7.p2	A0A067RGR9|unreviewed|Immediate
OG0007592	TRINITY_GG_5380_c4_g1_i1.p1	TRINITY_GG_887_c6_g1_i1.p1	TRINITY_GG_2923_c0_g1_i11.p2	TRINITY_GG_17382_c0_g1_i18.p1	A0A067R630|unreviewed|Vacuolar
OG0007593	TRINITY_GG_5380_c4_g2_i2.p1	TRINITY_GG_887_c36_g1_i1.p1	TRINITY_GG_2923_c4_g1_i2.p1	TRINITY_GG_17382_c3_g1_i7.p1	A0A067RR47|unreviewed|GDP-fucose
OG0007594	TRINITY_GG_550_c1_g1_i1.p1	TRINITY_GG_26724_c1_g1_i23.p1	TRINITY_GG_28006_c1_g1_i6.p1	TRINITY_GG_189_c0_g1_i16.p1	A0A067RP33|unreviewed|Uncharacterized
OG0007595	TRINITY_GG_5524_c0_g1_i1.p1	TRINITY_GG_13396_c0_g1_i2.p1	TRINITY_GG_19661_c0_g1_i1.p1	TRINITY_GG_5487_c0_g1_i3.p1	A0A067RMS6|unreviewed|Cytochrome
OG0007597	TRINITY_GG_5526_c1_g1_i18.p1	TRINITY_GG_6229_c0_g1_i10.p1	TRINITY_GG_18286_c0_g1_i7.p1	TRINITY_GG_35486_c0_g1_i9.p1	A0A067RF33|unreviewed|Heat
OG0007598	TRINITY_GG_5528_c0_g1_i2.p1	TRINITY_GG_10715_c0_g1_i2.p3	TRINITY_GG_7707_c0_g1_i10.p1	TRINITY_GG_8258_c0_g2_i3.p1	A0A067QZD2|unreviewed|TF_AP-2
OG0007599	TRINITY_GG_5538_c17_g1_i1.p1	TRINITY_GG_10468_c7_g1_i1.p1	TRINITY_GG_29704_c0_g1_i1.p1	TRINITY_GG_23111_c2_g1_i1.p1	A0A067RCK3|unreviewed|Uncharacterized
OG0007601	TRINITY_GG_554_c0_g1_i4.p1	TRINITY_GG_8066_c0_g1_i1.p2	TRINITY_GG_28937_c1_g1_i12.p2	TRINITY_GG_25480_c2_g1_i12.p1	A0A067R5S1|unreviewed|McKusick-Kaufman/Bardet-Biedl
OG0007602	TRINITY_GG_554_c0_g2_i7.p1	TRINITY_GG_8066_c0_g1_i1.p1	TRINITY_GG_28937_c1_g1_i12.p1	TRINITY_GG_25480_c1_g1_i8.p1	A0A067QM81|unreviewed|DNA
OG0007603	TRINITY_GG_554_c12_g1_i1.p1	TRINITY_GG_8066_c6_g1_i1.p1	TRINITY_GG_28937_c4_g1_i7.p1	TRINITY_GG_25480_c8_g1_i1.p1	A0A067RKN6|unreviewed|Rab
OG0007604	TRINITY_GG_554_c1_g2_i5.p1	TRINITY_GG_8066_c7_g1_i4.p1	TRINITY_GG_28937_c4_g1_i7.p2	TRINITY_GG_25480_c6_g1_i1.p1	A0A067R9Q6|unreviewed|Mediator
OG0007605	TRINITY_GG_554_c2_g1_i56.p1	TRINITY_GG_8066_c3_g1_i32.p1	TRINITY_GG_28937_c6_g1_i49.p1	TRINITY_GG_25480_c1_g2_i32.p1	A0A067RBC4|unreviewed|Carrier
OG0007606	TRINITY_GG_554_c2_g1_i56.p2	TRINITY_GG_8066_c3_g1_i32.p2	TRINITY_GG_28937_c6_g1_i49.p2	TRINITY_GG_25480_c1_g2_i32.p2	A0A067QKC5|unreviewed|Eukaryotic
OG0007607	TRINITY_GG_5552_c0_g1_i1.p1	TRINITY_GG_16266_c0_g1_i2.p1	TRINITY_GG_7897_c0_g1_i1.p1	TRINITY_GG_28878_c2_g1_i1.p1	A0A067QWX8|unreviewed|RING-type
OG0007608	TRINITY_GG_557_c0_g1_i2.p1	TRINITY_GG_8066_c1_g1_i1.p1	TRINITY_GG_28937_c3_g1_i5.p1	TRINITY_GG_25480_c5_g1_i1.p1	A0A067R7U0|unreviewed|Protein
OG0007609	TRINITY_GG_5617_c0_g1_i4.p2	TRINITY_GG_34355_c3_g1_i7.p1	TRINITY_GG_13115_c1_g1_i7.p2	TRINITY_GG_11768_c1_g1_i2.p2	A0A067QKD0|unreviewed|Splicing
OG0007610	TRINITY_GG_5628_c0_g2_i3.p1	TRINITY_GG_8701_c1_g1_i39.p1	TRINITY_GG_10396_c1_g2_i5.p1	TRINITY_GG_32913_c1_g1_i5.p1	A0A067QNN5|unreviewed|Thioredoxin
OG0007611	TRINITY_GG_5635_c0_g1_i1.p1	TRINITY_GG_6060_c0_g1_i7.p1	TRINITY_GG_30871_c1_g1_i11.p1	TRINITY_GG_19646_c0_g1_i5.p1	A0A067RDB9|unreviewed|Transcription
OG0007612	TRINITY_GG_5643_c0_g1_i77.p1	TRINITY_GG_15422_c0_g1_i59.p1	TRINITY_GG_28696_c0_g1_i82.p1	TRINITY_GG_33257_c0_g1_i14.p1	A0A067RAJ9|unreviewed|HTTM
OG0007613	TRINITY_GG_5704_c0_g1_i2.p1	TRINITY_GG_17950_c0_g1_i7.p1	TRINITY_GG_2867_c0_g1_i2.p1	TRINITY_GG_32138_c0_g1_i8.p1	A0A067R1B5|unreviewed|Minor
OG0007614	TRINITY_GG_5706_c0_g1_i29.p2	TRINITY_GG_17949_c0_g1_i37.p1	TRINITY_GG_2873_c0_g1_i44.p1	TRINITY_GG_32136_c0_g1_i66.p2	A0A067RKF8|unreviewed|MBD
